hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.31,0.3,0.26,0.26,0.16,0.05,0.98,0.033,1.738,0.544
102100,0.44,0.29,0.31,0.28,0.25,0.04,0.95,0.034,1.446,0.355
103100,0.64,0.8,0.33,0.44,0.23,0,1.16,0.016,1.66,0.428
103101,0.24,0.17,0.16,0.16,0.06,0,0.93,0.059,2.793,0.941
104100,0.26,0.25,0.18,0.17,0.13,0,0.85,0.04,2.577,0.945
105100,0.34,0.34,0.19,0.25,0.14,0,1.04,0.029,2.383,0.907
105101,0.36,0.34,0.21,0.18,0.17,0,1.06,0.029,2.28,0.775
105102,0.26,0.2,0.11,0.2,0.11,0,0.92,0.05,2.8,0.95
106100,0.49,0.42,0.24,0.26,0.16,0,1.15,0.024,2.138,0.764
106102,0.1,0.1,0.03,0.13,0.03,0,1.26,0.1,3.997,0.9
106103,0.1,0.09,0.07,0.09,0.03,0,0.77,0.111,5.699,0.889
107100,0.56,0.76,0.32,0.34,0.24,0,1.25,0.018,1.728,0.481
107101,0.18,0.22,0.12,0.21,0.11,0,0.9,0.056,2.714,0.944
107102,0.15,0.12,0.08,0.09,0.06,0.02,0.83,0.083,4.027,0.917
108100,0.17,0.12,0.14,0.16,0.13,0,0.93,0.083,2.584,0.917
108101,0.13,0.11,0.1,0.09,0.12,0,0.91,0.091,2.734,0.909
109100,0.58,0.65,0.45,0.72,0.75,0,0.97,1,1,0
109101,0.27,0.17,0.06,0.11,0.07,0,1.33,0.059,4.935,0.941
110100,0.57,0.76,0.33,0.81,0.33,0,1.29,1,1,0
110120,0.5,0.38,0.29,0.29,0.25,0,1.02,0.026,1.665,0.475
110150,0.13,0.09,0.08,0.12,0.07,0.04,0.77,0.111,2.458,0.752
111100,0.64,0.67,0.34,0.44,0.22,0.1,1.01,0.298,1.469,0.302
111101,0.55,0.49,0.29,0.44,0.17,0.09,1.15,0.26,1.446,0.31
111195,0.48,0.35,0.15,0.29,0.16,0.08,1.67,0.09,1.635,0.389
112100,0.43,0.99,0.18,0.4,0.24,0,1.41,0.023,1.755,0.476
112101,0.22,0.22,0.27,0.01,0.1,0,0.87,0.045,1.709,0.573
112102,0.26,0.32,0.07,0.16,0.08,0,1.63,0.038,3.838,0.962
112103,0.12,0.29,0.01,0.1,0,0,2.31,0.083,5.448,0.917
112104,0.1,0.13,0,0.05,0.03,0,1.97,0.1,10.431,0.9
113100,0.69,0.81,0.56,0.75,0.4,0.14,1.09,1,1,0
113130,0.2,0.15,0.06,0.07,0.05,0.04,1.15,0.067,3.023,0.823
113180,0.28,0.24,0.22,0.31,0.14,0,0.97,0.042,1.844,0.653
114101,1,1,0.69,0.63,0.54,0,1.15,1,1,0
114103,0.4,0.37,0.27,0.43,0.15,0.04,0.97,0.027,1.447,0.336
115100,0.58,0.53,0.39,0.46,0.35,0.14,1.17,0.991,1.004,0.003
115107,0.13,0.17,0.08,0.13,0.08,0,1,0.077,4.125,0.923
116100,0.24,0.3,0.21,0.35,0.2,0,0.92,0.042,1.719,0.522
116105,0.61,0.57,0.46,0.61,0.39,0,1.15,0.67,1.091,0.072
116108,0.2,0.17,0.18,0.21,0.14,0,0.9,0.059,2.39,0.861
117101,0.49,0.4,0.31,0.37,0.27,0.06,0.98,0.205,1.426,0.294
117102,0.12,0.09,0.08,0.11,0.07,0.05,0.79,0.111,2.125,0.627
118100,0.93,0.89,0.46,0.75,0.36,0.23,1.3,1,1,0
118105,0.11,0.05,0.06,0.11,0.03,0.14,0.7,1,1,0
119100,0.49,0.5,0.31,0.46,0.24,0,1.06,0.02,1.442,0.325
120101,0.01,0.01,0.4,0.48,0.25,0.05,0.99,1,1,0
121109,0.7,0.88,0.44,0.49,0.34,0.1,1.15,0.525,1.263,0.177
122100,0.43,0.52,0.3,0.37,0.26,0.08,1.05,0.354,1.379,0.24
123100,0.4,0.39,0.26,0.4,0.29,0,0.97,0.157,1.575,0.41
124105,0.67,0.69,0.4,0.43,0.29,0.1,1.06,0.418,1.311,0.211
125100,0.29,0.2,0.11,0.19,0.05,0,0.93,0.05,2.966,0.95
126100,0.39,0.34,0.13,0.16,0.09,0,1.17,0.029,3.621,0.971
129100,0.17,0.1,0.08,0.08,0.04,0.14,0.83,0.762,1.038,0.035
129106,0.14,0.09,0.06,0.09,0.04,0.05,0.88,0.111,2.493,0.665
133150,0.18,0.09,0.08,0.11,0.08,0.03,0.84,0.111,2.723,0.86
