hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.27,0.25,0.3,0.21,0.21,0.05,0.77,0.662,1.511,0.204
102100,0.37,0.29,0.34,0.19,0.25,0.05,0.75,0.542,1.846,0.297
103100,0.42,0.33,0.38,0.23,0.3,0,0.84,0.548,1.824,0.292
103101,0.14,0.08,0.13,0.09,0.04,0,0.61,0.572,1.747,0.272
104100,0.24,0.23,0.19,0.11,0.14,0,0.72,0.467,2.141,0.363
105100,0.23,0.26,0.27,0.23,0.25,0,0.84,0.771,1.296,0.129
105101,0.25,0.26,0.26,0.15,0.28,0,0.92,0.72,1.39,0.163
105102,0.13,0.1,0.16,0.14,0.16,0,0.67,0.832,1.202,0.092
106100,0.45,0.47,0.54,0.29,0.33,0,0.95,0.683,1.465,0.189
106102,0.09,0.07,0.06,0.34,0.04,0,1.03,1,1,0
106103,0.09,0.09,0.16,0.12,0.08,0,0.65,1,1,0
107100,0.47,0.62,0.46,0.45,0.34,0,1.15,0.626,1.597,0.23
107101,0.15,0.15,0.21,0.19,0.18,0,0.72,0.91,1.099,0.047
107102,0.12,0.08,0.11,0.07,0.09,0,0.68,0.563,1.775,0.279
108100,0.14,0.1,0.21,0.11,0.18,0,0.74,0.939,1.065,0.031
108101,0.11,0.09,0.16,0.1,0.17,0,0.7,1,1,0
109100,0.5,0.51,0.58,0.82,0.95,0,0.79,1,1,0
109101,0.26,0.19,0.14,0.11,0.14,0,1.05,0.369,2.709,0.461
110100,0.49,0.71,0.49,0.79,0.39,0,1,0.763,1.311,0.135
110120,0.31,0.39,0.28,0.22,0.29,0,0.77,0.614,1.628,0.239
110150,0.11,0.07,0.11,0.1,0.11,0.01,0.63,0.753,1.328,0.141
111100,0.55,0.89,0.46,0.55,0.33,0.11,0.87,0.564,1.772,0.279
111101,0.36,0.35,0.27,0.31,0.15,0.03,0.77,0.483,2.07,0.348
111195,0.4,0.32,0.12,0.16,0.14,0.07,1.22,0.242,4.137,0.611
112100,0.35,0.79,0.38,0.38,0.39,0,1.14,0.754,1.327,0.14
112101,0.18,0.21,0.34,0.01,0.16,0,0.68,1,1,0
112102,0.22,0.35,0.16,0.19,0.16,0,1.26,0.522,1.916,0.314
112103,0.1,0.24,0.05,0.1,0.01,0,1.71,0.4,2.497,0.428
112104,0.1,0.13,0.03,0.05,0.03,0,1.73,0.24,4.165,0.613
113100,0.62,0.67,0.57,0.71,0.49,0.13,0.91,0.647,1.546,0.214
113130,0.15,0.12,0.11,0.07,0.12,0,1.07,0.512,1.952,0.323
113180,0.23,0.18,0.29,0.23,0.17,0,0.78,0.754,1.325,0.14
114101,0.84,0.72,0.9,0.61,0.64,0.17,0.86,0.637,1.569,0.221
114103,0.34,0.33,0.39,0.4,0.21,0.02,0.67,0.711,1.407,0.169
115100,0.4,0.52,0.36,0.34,0.38,0.08,0.95,0.625,1.6,0.231
115107,0.1,0.09,0.14,0.07,0.13,0,0.68,0.906,1.103,0.049
116100,0.21,0.23,0.27,0.41,0.28,0.38,0.76,1,1,0
116105,0.44,0.44,0.39,0.51,0.31,0,0.94,0.628,1.593,0.229
116108,0.17,0.1,0.29,0.17,0.21,0.07,0.72,1,1,0
117101,0.4,0.35,0.42,0.31,0.39,0,0.8,0.68,1.47,0.19
117102,0.09,0.06,0.1,0.07,0.1,0,0.71,0.811,1.233,0.104
118100,0.78,0.89,0.64,0.74,0.47,0.11,1.01,0.549,1.82,0.291
118105,0.09,0.03,0.11,0.11,0.08,0.35,0.57,1,1,0
119100,0.4,0.46,0.42,0.38,0.32,0,0.83,0.663,1.507,0.202
120101,0.45,0.51,0.53,0.46,0.33,0,0.74,0.709,1.41,0.17
121109,0.62,0.76,0.73,0.71,0.46,0.08,0.95,0.732,1.367,0.155
122100,0.38,0.45,0.41,0.42,0.29,0.04,0.87,0.693,1.444,0.182
123100,0.35,0.3,0.31,0.29,0.3,0,0.8,0.6,1.667,0.25
124105,0.51,0.51,0.46,0.29,0.28,0,0.86,0.516,1.937,0.319
125100,0.28,0.15,0.15,0.21,0.09,0,0.76,0.424,2.357,0.404
126100,0.3,0.28,0.22,0.13,0.14,0,0.85,0.421,2.374,0.407
129100,0.11,0.06,0.12,0.07,0.09,0,0.62,0.693,1.442,0.181
129106,0.12,0.08,0.12,0.08,0.09,0.04,0.7,0.602,1.66,0.248
133150,0.15,0.08,0.11,0.08,0.1,0.08,0.79,0.566,1.767,0.277
