hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
109100,0.52,0.5,0.55,0.81,0.89,0,0.79,1,1,0
109101,0.27,0.19,0.17,0.12,0.15,0,1.09,0.487,2.055,0.345
109102,0.12,0.08,0.06,0.01,0,0,NA,0.168,5.947,0.712
109103,0.11,0.12,0.06,0.07,0.05,0,NA,0.425,2.354,0.404
110100,0.52,0.68,0.52,0.8,0.42,0,1,0.988,1.012,0.006
110110,0.06,0.11,0.07,0.05,0.15,0,1.31,1,1,0
110120,0.34,0.42,0.33,0.24,0.32,0,0.82,0.563,1.776,0.28
110150,0.12,0.08,0.15,0.12,0.13,0.02,0.64,1,1,0
111100,0.57,0.8,0.5,0.57,0.33,0.13,0.91,1,1,0
111101,0.44,0.4,0.34,0.37,0.22,0.05,0.84,0.717,1.395,0.165
111195,0.42,0.34,0.17,0.19,0.24,0.07,1.22,0.933,1.071,0.034
112100,0.37,0.73,0.2,0.39,0.33,0,1.17,0.677,1.478,0.193
112101,0.2,0.19,0.35,0.02,0.18,0,0.72,0.71,1.408,0.169
112102,0.24,0.34,0.2,0.2,0.17,0,1.27,0.573,1.745,0.271
112103,0.11,0.26,0.1,0.11,0.03,0,1.63,0.675,1.482,0.194
112104,0.11,0.15,0.08,0.06,0.07,0,1.77,0.41,2.439,0.418
112105,0.01,0.01,0.07,0,0,0,NA,1,1,0
112106,0.02,0.01,0.02,0,0,0,NA,0.286,3.5,0.556
113100,0.64,0.68,0.59,0.78,0.48,0.12,0.87,1,1,0
113130,0.17,0.13,0.15,0.08,0.13,0,1.12,0.625,1.601,0.231
113180,0.24,0.2,0.31,0.25,0.21,0,0.76,0.857,1.167,0.077
114101,0.84,0.82,0.92,0.64,0.66,0.15,0.91,0.939,1.064,0.031
114103,0.36,0.34,0.39,0.42,0.22,0.02,0.76,0.862,1.16,0.074
114105,0.42,0.5,0.32,0.17,0.26,0.04,0.85,0.578,1.729,0.267
