hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
109100,0.59,0.68,0.47,0.78,0.73,0,NA,0.141,7.072,0.752
109101,0.27,0.18,0.12,0.14,0.13,0,NA,0.055,18.173,0.896
109102,0.11,0.07,0.04,0.02,0,0,NA,0.036,27.844,0.931
109103,0.14,0.19,0.06,0.08,0.07,0,NA,0.057,17.5,0.892
110100,0.59,0.83,0.39,0.89,0.32,0,NA,0.147,6.795,0.743
110110,0.06,0.12,0.06,0.05,0.12,0,NA,0.229,4.375,0.628
110120,0.59,0.43,0.4,0.46,0.43,0,NA,0.083,12.006,0.846
110150,0.13,0.11,0.13,0.16,0.1,0.02,NA,0.246,4.063,0.605
111100,0.64,0.6,0.16,0.31,0.16,0.09,NA,0.175,5.714,0.702
111101,0.59,0.52,0.33,0.57,0.24,0.16,NA,0.359,2.786,0.472
111195,0.58,0.4,0.23,0.37,0.21,0.11,NA,0.321,3.117,0.514
112100,0.43,0.84,0.22,0.49,0.33,0,NA,0.111,8.995,0.8
112101,0.25,0.2,0.29,0.02,0.14,0,NA,0.115,8.728,0.794
112102,0.27,0.34,0.15,0.18,0.15,0,NA,0.065,15.375,0.878
112103,0.14,0.31,0.07,0.14,0.04,0,NA,0.098,10.25,0.822
112104,0.1,0.13,0.06,0.07,0.06,0,NA,0.069,14.583,0.872
112105,0.02,0.01,0,0,0,0,NA,0,1e+30,1
112106,0.02,0.01,0.03,0,0,0,NA,0.148,6.75,0.742
113100,0.7,0.86,0.61,0.78,0.47,0.17,NA,0.253,3.955,0.596
113130,0.21,0.17,0.14,0.09,0.1,0.04,NA,0.275,3.643,0.569
113180,0.3,0.25,0.26,0.35,0.17,0,NA,0.114,8.786,0.796
114101,0.08,0.04,0.81,0.82,0.7,0,NA,1,1,0
114103,0.4,0.44,0.29,0.49,0.16,0.03,NA,0.164,6.097,0.718
114105,0.06,0.07,0.31,0.25,0.21,0.06,NA,1,1,0
