hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,15,8223,39905799,24127007
102100,203,1,8226,65722852,28506829
103100,303,2,8230,80664643,79152302
103101,304,2,8231,31993071,13260920
103102,305,2,8232,6071642,2443370
103103,306,2,8233,3440384,831993
103104,307,2,8234,2803591,801495
104100,403,3,8239,37184911,23978052
104101,404,3,8240,2249417,643269
104102,405,3,8241,2215199,488199
104103,406,3,8242,16695112,8907078
104104,407,3,8243,2115903,477381
105100,503,4,8246,49306395,34084510
105101,504,4,8247,47879940,32793232
105102,505,4,8248,36064822,20293925
105103,506,4,8249,10298785,4918796
105104,507,4,8250,4212033,2084621
105105,508,4,8251,2612516,800688
105106,509,4,8252,2382372,815680
105107,5010,4,8253,2932415,1048380
105108,5011,4,8254,4556360,1622656
106100,603,5,8257,65324704,32905612
106102,607,5,8261,16857696,8545169
106103,604,5,8258,19328081,11762786
106104,605,5,8259,6870114,2203294
106105,606,5,8260,3986480,1362365
107100,703,5,8265,73961728,55759352
107101,704,5,8266,27726355,16587744
107102,705,5,8267,21626622,9267415
107103,706,5,8268,5809630,1473711
107104,708,5,8270,7344006,1596110
107105,709,5,8271,5670822,1317842
107106,7010,5,8272,2849286,717549
107107,7011,5,8273,1767461,319487
107108,7012,5,8274,5027173,2019893
107109,7013,5,8275,6331995,1885089
107110,707,5,8269,3432740,714632
108100,803,5,8278,24392234,11555045
108101,804,5,8279,19449988,10086527
108102,805,5,8280,3504701,966862
108104,806,5,8281,1826949,635667
108105,807,5,8282,8047742,2398591
109100,2606,13,8474,72267203,53933894
109101,2605,13,8473,33927217,15090933
109102,2608,13,8476,15486762,6587341
109103,2607,13,8475,18614634,15708175
109104,2604,13,8472,3210274,757666
110100,2709,13,8485,72691313,65774777
110110,27010,13,8486,9232552,10111732
110120,2708,13,8484,72417001,34646118
110130,2707,13,8483,20306712,11327360
110140,2706,13,8482,8816853,3338211
110150,2705,13,8481,18216599,9177507
110160,2704,13,8480,5091334,1372387
111100,2404,13,8457,78256611,48170014
111101,2406,13,8459,72629935,41843886
111351,3101,13,8497,6708528,5679355
112100,2306,13,8449,52942559,67015555
112101,2305,13,8448,32381849,16720828
112102,2304,13,8447,34120989,27365592
112103,2303,13,8446,18587400,25296385
112104,2308,13,8451,14657122,11361149
112105,2309,13,8452,4380800,1890050
112106,2307,13,8450,5045731,1849377
112107,23010,13,8453,5342534,3666832
113100,2503,13,8463,86210607,68234902
113130,2505,13,8465,27131886,13900540
113150,2506,13,8466,13177736,3835797
113160,2504,13,8464,6413525,12024005
113170,2507,13,8467,5638138,1831657
113180,2508,13,8468,37915758,20479020
114101,2805,13,8492,11610047,4358931
114102,2806,13,8493,65372416,51685611
114103,3001,13,8496,50250316,35278797
114105,2807,13,8494,9095515,6358245
115100,903,6,8290,74466883,44797561
115101,904,6,8291,3717541,1091850
115102,905,6,8292,2134025,572057
115103,906,6,8293,2893517,850054
115104,907,6,8294,10531674,12676982
115105,908,6,8295,5366092,2390099
115106,909,6,8296,1594465,480005
115107,9010,6,8297,20730938,16717200
115108,9011,6,8298,3274563,1243265
115109,9012,6,8299,1991559,430899
115110,9013,6,8300,11836096,8143405
115111,9014,6,8301,1504267,505666
115112,9015,6,8302,2798135,1431841
115113,9016,6,8303,1591494,431984
115114,9017,6,8304,1611618,461785
116100,1003,7,8307,33387824,28978004
116101,1004,7,8308,3052634,1068918
116102,1005,7,8309,4049590,3359850
116103,1006,7,8310,2001663,714095
116104,1007,7,8311,2171264,584782
116105,1008,7,8312,79017763,48483608
116106,1009,7,8313,2081601,598512
116107,10010,7,8314,6418471,2175194
116108,10011,7,8315,27557520,16312121
116109,10012,7,8316,5897171,2685101
116110,10013,7,8317,7217691,2855607
116111,10014,7,8318,8822251,2949986
116112,10015,7,8319,2231030,685407
117101,1103,16,8322,64636530,32782736
117102,1104,16,8323,18438656,9308849
117103,1105,16,8324,4949334,2554798
117104,1106,16,8325,3882602,1691679
117106,1107,16,8326,3639416,1713324
117107,1109,16,8328,3259171,1474523
117108,1108,16,8327,3984045,2062686
118100,1203,8,8333,121672399,76588191
118103,1204,8,8334,12327685,9515745
118105,1205,8,8335,17671078,4915692
118106,1206,8,8336,13807437,5054819
118107,1207,8,8337,2837620,921978
