hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,15,8139,30402083,21385066
102100,203,1,8142,44850918,19773728
103100,303,3,8146,53134618,42003684
103101,304,3,8147,18123688,9167070
104100,403,3,8154,27590456,15811936
105100,503,4,8161,29923673,24475318
105101,504,4,8162,31000432,26127682
105102,505,4,8163,19145227,10101526
108100,803,5,8193,16771028,8297405
108101,804,5,8194,13758529,7118840
107101,704,5,8181,19476598,12419560
107100,703,5,8180,52740732,41307729
106100,603,5,8172,50137410,33083454
107102,705,5,8182,16974287,8353811
106102,607,5,8176,12334151,5986307
110120,2708,13,8397,37434290,28772922
109101,2605,13,8386,29034738,11061119
109100,2606,13,8387,55929776,33466857
112102,2304,13,8360,25824826,21905171
112100,2306,13,8362,39723250,51337722
112104,2308,13,8364,12303246,9391735
112103,2303,13,8359,12808285,19211314
110100,2709,13,8398,55711729,45361429
111195,2405,13,8371,39437035,23430012
111100,2404,13,8370,61487479,54832144
113130,2505,13,8378,21340298,11279202
113100,2503,13,8376,66571972,44974942
112101,2305,13,8361,23000670,11008426
111101,2406,13,8372,48789195,27943015
114103,3001,13,8409,40191554,24641670
114101,2805,13,8404,94970025,61096731
113180,2508,13,8381,26849729,12600195
106103,604,5,8173,12604132,7342081
110150,2705,13,8394,14140731,5842440
115100,903,6,8204,55165957,37434344
115107,9010,6,8211,14230417,11206359
116100,1003,7,8221,24579216,20469806
116105,1008,7,8226,60325511,34556712
116108,10011,7,8229,20666216,10771247
117102,1104,16,8237,13258671,6482604
117101,1103,16,8236,46066176,26234223
119100,1303,8,8257,45722820,35328529
118100,1203,8,8247,88017968,64919167
118105,1205,8,8249,11949778,3741438
120101,1405,8,8265,3408477,1654324
129100,1603,9,8280,14751714,5824783
129106,1604,9,8281,14967415,7109750
121109,17016,9,8302,65402266,58822193
122100,1803,14,8305,42357254,38167705
123100,1903,10,8316,39626288,23176733
124105,20011,10,8332,61277757,43079855
133150,3302,10,8413,20439755,7013895
125100,2107,11,8341,30152222,14410301
126100,2205,12,8349,36475818,22213314
