hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,15,7943,23266444,13588519
102100,203,1,7946,31014400,15704142
103100,303,2,7950,34181451,17765183
103101,304,2,7951,12636974,4965187
103102,305,2,7952,3793439,1681281
103103,306,2,7953,1849742,443007
103104,307,2,7954,1223308,259197
104100,403,3,7958,20352973,12755945
104101,404,3,7959,1467454,309145
104102,405,3,7960,1439561,321183
104103,406,3,7961,9410121,5120478
104104,407,3,7962,1472137,309483
105100,503,4,7965,19512169,14253415
105101,504,4,7966,21773376,14295737
105102,505,4,7967,12541926,6215066
105103,506,4,7968,4184741,1368385
105104,507,4,7969,2042694,620558
105105,508,4,7970,1307442,339134
105106,509,4,7971,1247041,362874
105107,5010,4,7972,1573996,596296
105108,5011,4,7973,2112458,665623
106100,603,5,7976,36973674,24846610
106102,607,5,7980,8789874,4804840
106103,604,5,7977,9357523,5594916
106104,605,5,7978,3964623,1588867
106105,606,5,7979,1686724,543815
107100,703,5,7984,38140479,32785216
107101,704,5,7985,13712459,8749505
107102,705,5,7986,11585244,4879390
107103,706,5,7987,3438601,1005665
107104,708,5,7989,3505195,939681
107105,709,5,7990,2830272,1060031
107106,7010,5,7991,1422292,542322
107107,7011,5,7992,1043430,253619
107108,7012,5,7993,2261568,974464
107109,7013,5,7994,3323533,1475095
107110,707,5,7988,1863197,390795
108100,803,5,7997,12632984,6005067
108101,804,5,7998,10313283,5587651
108102,805,5,7999,1971296,670000
108104,806,5,8000,889887,357443
108105,807,5,8001,5570521,1792998
109100,2606,13,8185,40503837,27225198
109101,2605,13,8184,22171501,10497970
109102,2608,13,8187,9507952,4926520
109103,2607,13,8186,8278597,7780656
109104,2604,13,8183,1684997,464412
110100,2709,13,8196,39901477,37422745
110110,27010,13,8197,5949573,6497957
110120,2708,13,8195,26295988,20743304
110130,2707,13,8194,9044381,4285196
110140,2706,13,8193,4469196,1283619
110150,2705,13,8192,10318322,4578776
110160,2704,13,8191,2685920,1008981
111100,2404,13,8169,44657255,46689070
111101,2406,13,8171,30137508,18959262
111351,3101,13,8207,2653580,4218911
112100,2306,13,8161,29165632,41610164
112101,2305,13,8160,16009128,11690273
112102,2304,13,8159,19016128,18796878
112103,2303,13,8158,9821379,13455105
112104,2308,13,8163,9565585,7774173
112105,2309,13,8164,2313463,1561073
112106,2307,13,8162,2952074,1038299
112107,23010,13,8165,2885821,1855365
113100,2503,13,8174,49983016,35378270
113130,2505,13,8176,14058971,7061737
113150,2506,13,8177,6834075,1973281
113160,2504,13,8175,3527244,11526093
113170,2507,13,8178,3961642,1274293
113180,2508,13,8179,19801315,10321891
114101,2805,13,8202,67096400,37801048
114102,2806,13,8203,6578856,1841833
114103,3001,13,8206,28265460,18020991
114105,2807,13,8204,32243771,23170209
115100,903,6,8007,33339723,27476049
115101,904,6,8008,1643908,447848
115102,905,6,8009,949830,295267
115103,906,6,8010,1372965,370964
115104,907,6,8011,3726959,4045923
115105,908,6,8012,2404594,1093028
115106,909,6,8013,903193,280890
115107,9010,6,8014,9767850,5395003
115108,9011,6,8015,1326114,443768
115109,9012,6,8016,1056774,335801
115110,9013,6,8017,5495172,3183172
115111,9014,6,8018,623594,213167
115112,9015,6,8019,1222627,578666
115113,9016,6,8020,762542,217438
115114,9017,6,8021,733184,212170
116100,1003,7,8024,18274442,12635210
116101,1004,7,8025,1304685,330241
116102,1005,7,8026,2385462,570834
116103,1006,7,8027,981743,295254
116104,1007,7,8028,1047765,232525
116105,1008,7,8029,35861911,23288670
116106,1009,7,8030,996980,244431
116107,10010,7,8031,3453889,1357716
116108,10011,7,8032,14920324,6375037
116109,10012,7,8033,2764673,919928
116110,10013,7,8034,3796730,1265376
116111,10014,7,8035,4814350,1372799
116112,10015,7,8036,990658,301767
117101,1103,16,8039,33178717,18710918
117102,1104,16,8040,8983856,4249254
117103,1105,16,8041,2340220,834792
117104,1106,16,8042,1871674,729869
117106,1107,16,8043,1991074,687666
117107,1109,16,8045,1797215,765458
117108,1108,16,8044,2160202,738929
118100,1203,8,8050,62070518,46380000
118103,1204,8,8051,5320048,4596255
118105,1205,8,8052,9052656,2431086
118106,1206,8,8053,7235644,2304845
118107,1207,8,8054,1546159,499247
118108,1208,8,8055,1212216,384177
119100,1303,8,8060,33139909,24348725
119101,1304,8,8061,6074151,1987281
119102,1305,8,8062,3396616,1324178
120101,1406,8,8069,2874238,1288946
120102,1407,8,8070,2469641,983817
120103,1408,8,8071,1972160,815645
120104,1409,8,8072,2079631,910244
120105,1405,8,8068,36598988,27082138
120106,14010,8,--,--,--
120107,1404,8,8067,2320356,1063916
121109,17016,9,8104,50213667,39670003
121110,17013,9,8101,3413831,2309253
121111,17012,9,8100,1213454,415078
121112,17015,9,8103,1129472,512905
121113,1704,9,8092,1328041,529392
121114,1705,9,8093,6010954,3892987
121115,1707,9,8095,1522842,576999
