hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.28,0.26,0.34,0.23,0.24,0.05,0.78,0.609,1.642,0.243
102100,0.39,0.28,0.37,0.21,0.27,0.04,0.77,0.49,2.04,0.342
103100,0.42,0.4,0.41,0.27,0.37,0,0.85,0.55,1.82,0.291
103101,0.15,0.11,0.18,0.11,0.07,0,0.64,0.48,2.082,0.351
104100,0.25,0.24,0.23,0.13,0.17,0,0.76,0.45,2.222,0.379
105100,0.25,0.26,0.29,0.29,0.29,0,0.89,0.755,1.325,0.14
105101,0.27,0.26,0.28,0.17,0.3,0,0.96,0.643,1.555,0.217
105102,0.14,0.11,0.19,0.16,0.18,0,0.67,0.85,1.176,0.081
106100,0.48,0.44,0.53,0.29,0.35,0,1.01,0.51,1.96,0.324
106102,0.1,0.07,0.12,0.28,0.07,0,1.02,1,1,0
106103,0.1,0.11,0.19,0.14,0.1,0,0.67,0.855,1.169,0.078
107100,0.47,0.68,0.42,0.49,0.35,0,1.2,0.56,1.785,0.282
107101,0.17,0.17,0.23,0.21,0.19,0,0.71,0.789,1.268,0.118
107102,0.14,0.09,0.15,0.08,0.12,0.04,0.73,0.619,1.616,0.236
108100,0.15,0.11,0.23,0.12,0.21,0,0.79,0.916,1.092,0.044
108101,0.12,0.1,0.2,0.1,0.2,0,0.73,1,1,0
109100,0.52,0.5,0.55,0.81,0.89,0,0.79,1,1,0
109101,0.27,0.19,0.17,0.12,0.15,0,1.09,0.376,2.66,0.454
109102,0.12,0.08,0.06,0.01,0,0,NA,0.125,8,0.778
109103,0.11,0.12,0.06,0.07,0.05,0,NA,0.344,2.905,0.488
110100,0.52,0.68,0.52,0.8,0.42,0,1,0.706,1.416,0.172
110110,0.06,0.11,0.07,0.05,0.15,0,1.31,1,1,0
110120,0.34,0.42,0.33,0.24,0.32,0,0.82,0.555,1.801,0.286
110150,0.12,0.08,0.15,0.12,0.13,0.02,0.64,0.76,1.316,0.136
111100,0.57,0.8,0.5,0.57,0.33,0.13,0.91,0.513,1.95,0.322
111101,0.44,0.4,0.34,0.37,0.22,0.05,0.84,0.441,2.266,0.388
111195,0.42,0.34,0.17,0.19,0.24,0.07,1.22,0.353,2.83,0.478
112100,0.37,0.73,0.2,0.39,0.33,0,1.17,0.569,1.757,0.275
112101,0.2,0.19,0.35,0.02,0.18,0,0.72,0.645,1.551,0.216
112102,0.24,0.34,0.2,0.2,0.17,0,1.27,0.494,2.026,0.339
112103,0.11,0.26,0.1,0.11,0.03,0,1.63,0.432,2.317,0.397
112104,0.11,0.15,0.08,0.06,0.07,0,1.77,0.393,2.542,0.435
112105,0.01,0.01,0.07,0,0,0,NA,1,1,0
112106,0.02,0.01,0.02,0,0,0,NA,0.286,3.5,0.556
113100,0.64,0.68,0.59,0.78,0.48,0.12,0.87,0.612,1.633,0.24
113130,0.17,0.13,0.15,0.08,0.13,0,1.12,0.498,2.009,0.335
113180,0.24,0.2,0.31,0.25,0.21,0,0.76,0.68,1.472,0.191
114101,0.84,0.82,0.92,0.64,0.66,0.15,0.91,0.555,1.803,0.287
114103,0.36,0.34,0.39,0.42,0.22,0.02,0.76,0.586,1.706,0.261
114105,0.42,0.5,0.32,0.17,0.26,0.04,0.85,0.372,2.686,0.457
115100,0.45,0.62,0.36,0.35,0.33,0.08,1,0.488,2.048,0.344
115107,0.11,0.13,0.19,0.11,0.15,0,0.76,0.85,1.177,0.081
116100,0.23,0.26,0.3,0.44,0.3,0,0.77,0.964,1.037,0.018
116105,0.5,0.48,0.45,0.56,0.36,0,0.98,0.582,1.718,0.264
116108,0.19,0.12,0.31,0.19,0.23,0.01,0.76,0.902,1.109,0.052
117101,0.43,0.37,0.43,0.34,0.42,0,0.82,0.62,1.612,0.234
117102,0.1,0.08,0.15,0.09,0.16,0,0.69,0.98,1.021,0.01
118100,0.82,0.84,0.68,0.8,0.52,0.12,1.07,0.512,1.954,0.323
118105,0.1,0.04,0.15,0.13,0.11,0.31,0.59,1,1,0
118106,0.08,0.04,0.09,0.09,0.06,0.21,NA,0.854,1.17,0.079
119100,0.42,0.46,0.44,0.41,0.34,0,0.9,0.591,1.691,0.257
119101,0.06,0.03,0.08,0.1,0.08,0.15,NA,1,1,0
120101,0.47,0.54,0.52,0.48,0.34,0.07,0.78,0.585,1.709,0.262
121109,0.63,0.82,0.7,0.71,0.47,0.09,0.97,0.616,1.624,0.238
122100,0.4,0.49,0.43,0.44,0.31,0.04,0.9,0.61,1.638,0.242
123100,0.37,0.33,0.34,0.31,0.32,0,0.84,0.575,1.739,0.27
124105,0.55,0.55,0.5,0.35,0.36,0,0.9,0.461,2.171,0.369
125100,0.3,0.2,0.2,0.22,0.12,0,0.78,0.384,2.605,0.445
126100,0.32,0.29,0.25,0.16,0.17,0,0.92,0.381,2.626,0.448
129100,0.13,0.08,0.16,0.08,0.12,0.11,0.64,0.693,1.443,0.181
129106,0.13,0.09,0.16,0.09,0.1,0.04,0.7,0.587,1.704,0.26
133150,0.17,0.1,0.15,0.1,0.12,0.04,0.83,0.529,1.89,0.308
