hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.3,0.26,0.36,0.3,0.3,0.06,0.82,0.08,12.5,0.852
102100,0.44,0.26,0.4,0.24,0.38,1,0.82,0.909,1.1,0.048
103100,0.55,0.58,0.44,0.42,0.3,0,0.93,0.028,36.25,0.946
103101,0.2,0.14,0.21,0.16,0.11,0,0.72,0.036,27.619,0.93
104100,0.26,0.22,0.26,0.18,0.23,0,0.78,0.038,26.565,0.927
105100,0.29,0.33,0.28,0.24,0.36,0,0.95,0.053,18.931,0.9
105101,0.31,0.34,0.29,0.21,0.32,0,1.01,0.044,22.766,0.916
105102,0.2,0.15,0.19,0.22,0.25,0,0.74,0.053,18.8,0.899
106100,0.47,0.42,0.41,0.32,0.33,0,1.01,0.03,33.244,0.942
106102,0.11,0.07,0.12,0.19,0.09,0,1.11,0.056,17.947,0.894
106103,0.11,0.1,0.17,0.14,0.1,0,0.71,0.053,18.765,0.899
107100,0.52,0.64,0.43,0.42,0.37,0,1.19,0.03,33.027,0.941
107101,0.18,0.16,0.21,0.25,0.23,0,0.77,0.054,18.391,0.897
107102,0.15,0.1,0.16,0.11,0.15,0.02,0.76,0.053,18.75,0.899
108100,0.16,0.11,0.24,0.16,0.25,0,0.84,0.066,15.04,0.875
108101,0.12,0.11,0.2,0.12,0.24,0,0.85,0.085,11.75,0.843
109100,0.56,0.45,0.56,0.94,0.95,0,0.84,0.072,13.853,0.865
109101,0.27,0.18,0.2,0.15,0.15,0,1.11,0.026,39.15,0.95
109102,0.11,0.07,0.05,0.02,0,0,NA,0.016,63.8,0.969
109103,0.13,0.14,0.06,0.07,0.06,0,1.08,0.02,50.917,0.961
110100,0.54,0.76,0.51,1,0.51,0,1.09,0.06,16.74,0.887
110110,0.06,0.14,0.09,0.05,0.18,0,1.23,0.128,7.833,0.774
110120,0.38,0.4,0.36,0.34,0.33,0.2,0.82,0.211,4.75,0.652
110150,0.12,0.08,0.15,0.13,0.13,0.01,0.64,0.046,21.692,0.912
111100,0.6,0.78,0.57,0.62,0.4,0.09,0.89,0.06,16.667,0.887
111101,0.45,0.44,0.37,0.52,0.28,0.07,0.94,0.062,16.071,0.883
111195,0.38,0.31,0.18,0.24,0.18,0.09,1.32,0.095,10.556,0.827
112100,0.38,0.91,0.27,0.51,0.44,0,1.22,0.049,20.295,0.906
112101,0.21,0.17,0.34,0.02,0.19,0,0.75,0.056,17.912,0.894
112102,0.24,0.32,0.18,0.21,0.17,0,1.42,0.03,33.176,0.941
112103,0.11,0.28,0.12,0.12,0.04,0,1.78,0.038,26.583,0.927
112104,0.1,0.13,0.09,0.06,0.08,0,1.68,0.034,29.375,0.934
112105,0.01,0.01,0.07,0,0,0,NA,0.241,4.143,0.611
112106,0.02,0.01,0.02,0,0,0,NA,0.034,29,0.933
113100,0.64,0.76,0.67,0.93,0.6,0.1,0.95,0.063,16,0.882
113130,0.21,0.16,0.16,0.1,0.1,0.02,1.02,0.038,26.25,0.927
113180,0.26,0.18,0.32,0.31,0.25,0,0.8,0.042,23.562,0.919
114101,0.92,0.91,0.85,0.72,0.79,0,0.96,0.037,27.367,0.929
114103,0.37,0.33,0.41,0.49,0.25,0.01,0.74,0.043,23.408,0.918
114105,0.44,0.56,0.35,0.2,0.28,0.04,0.89,0.036,27.5,0.93
115100,0.55,0.53,0.48,0.48,0.54,0.11,1,0.08,12.5,0.852
115107,0.12,0.15,0.19,0.15,0.17,0,0.81,0.06,16.588,0.886
116100,0.23,0.31,0.33,0.49,0.36,0.03,0.81,0.069,14.551,0.871
116105,0.59,0.51,0.58,0.74,0.5,0,1.05,0.04,24.716,0.922
116108,0.19,0.15,0.3,0.25,0.25,0,0.79,0.056,17.86,0.894
117101,0.44,0.39,0.42,0.44,0.47,0.01,0.87,0.045,22,0.913
117102,0.11,0.09,0.16,0.19,0.17,0.23,0.7,0.836,1.196,0.089
118100,0.88,0.89,0.71,0.92,0.59,0.91,1.11,0.414,2.418,0.415
118105,0.11,0.04,0.15,0.16,0.11,0.27,0.62,1,1,0
118106,0.08,0.04,0.11,0.13,0.07,0.17,NA,0.85,1.176,0.081
119100,0.44,0.51,0.45,0.52,0.46,0,0.96,0.044,22.478,0.915
119101,0.07,0.04,0.09,0.12,0.08,0.05,NA,0.286,3.5,0.556
120101,0.02,0.01,0.58,0.62,0.47,0.05,0.9,1,1,0
121109,0.65,0.89,0.67,0.22,0.51,0.11,1.06,0.068,14.773,0.873
122100,0.41,0.55,0.44,0.47,0.38,0.06,0.96,0.059,17.083,0.889
123100,0.38,0.32,0.35,0.43,0.37,0,0.86,0.041,24.135,0.92
124105,0.61,0.64,0.5,0.45,0.45,0.82,0.96,0.538,1.86,0.301
125100,0.29,0.19,0.2,0.2,0.11,0,0.86,0.024,42.05,0.954
126100,0.35,0.31,0.26,0.19,0.2,0,0.97,0.026,39.038,0.95
129100,0.13,0.07,0.17,0.11,0.13,0.09,0.68,0.277,3.611,0.566
129106,0.14,0.09,0.16,0.12,0.11,0.06,0.76,0.171,5.833,0.707
133150,0.19,0.1,0.16,0.14,0.16,0.03,0.82,0.063,15.833,0.881
