,,,,
SI,103,002 Hospital Doctor Juan Noé,103,002 Hospital Doctor Juan Noe
,,,,
,,,,
SI,203,002 Hospital Iquique,203,002 Hospital de Iquique
SI,204,003 Hospital Alto Hospicio,204,003 Hospital de Alto Hospicio
,,,,
,,,,
SI,303,002 Hospital de Antofagasta,303,002 Hospital de Antofagasta
SI,304,003 Hospital de Calama,304,003 Hospital de Calama
SI,305,004 Hospital de Tocopilla,305,004 Hospital de Tocopilla
SI,306,005 Hospital de Taltal,306,005 Hospital de Taltal
SI,307,006 Hospital de Mejillones,307,006 Hospital de Mejillones
SI,308,007 Centro Asistencial Norte,308,007 Centro Asistencial Norte
SI,309,008 CENTRO ONCOLOGICO DEL NORTE,309,008 CENTRO ONCOLOGICO DEL NORTE
,,,,
,,,,
SI,403,002 Hospital Regional de Copiapó,403,002 Hospital Regional de Copiapo
SI,404,003 Hospital de Chañaral,404,003 Hospital de ChaÃ±aral
SI,405,004 Hospital Diego de Almagro,405,004 Hospital Diego de Almagro
SI,406,005 Hospital de Vallenar,406,005 Hospital de Vallenar
SI,407,006 Hospital de Huasco,407,006 Hospital de Huasco
,,,,
,,,,
SI,503,002 Hospital La Serena,503,002 Hospital La Serena
SI,504,003 Hospital Coquimbo,504,003 Hospital Coquimbo
SI,505,004 Hospital Ovalle,505,004 Hospital Ovalle
SI,506,005 Hospital Illapel,506,005 Hospital Illapel
SI,507,006 Hospital Salamanca,507,006 Hospital Salamanca
SI,508,007 Hospital Combarbalá,508,007 Hospital Combarbala
SI,509,008 Hospital de Andacollo,509,008 Hospital de Andacollo
SI,5.010,009 Hospital Vicuña,5.010,009 Hospital VicuÃ±a
SI,5.011,010 Hospital Los Vilos,5.011,010 Hospital Los Vilos
,,,,
,,,,
SI,603,002 Hospital Carlos Van Buren,603,002 Hospital Carlos Van Buren
SI,604,003 Hospital Claudio Vicuña,604,003 Hospital Claudio VicuÃ±a
SI,605,004 Hospital Del Salvador,605,004 Hospital Del Salvador
SI,606,005 Hospital San José Casablanca,606,005 Hospital San Jose Casablanca
SI,607,007 Hospital Doctor Eduardo Pereira,607,007 Hospital Doctor Eduardo Pereira
SI,608,008 Atención Primaria de Salud,608,008 Atencion Primaria de Salud
,,,,
,,,,
SI,703,002 Hospital Doctor Gustavo Fricke,703,002 Hospital Doctor Gustavo Fricke
SI,704,003 Hospital de Quillota,704,003 Hospital de Quillota
SI,705,004 Hospital de Quilpué,705,004 Hospital de Quilpue
SI,706,005 Hospital de La Calera,706,005 Hospital de La Calera
SI,707,006 Hospital Geriátrico Paz de la Tarde,707,006 Hospital Geriatrico Paz de la Tarde
SI,708,007 Hospital de Limache,708,007 Hospital de Limache
SI,709,008 Hospital de La Ligua,709,008 Hospital de La Ligua
SI,7.010,009 Hospital Cabildo,7.010,009 Hospital Cabildo
SI,7.011,010 Hospital Petorca,7.011,010 Hospital Petorca
SI,7.012,011 Hospital de Quintero,7.012,011 Hospital de Quintero
SI,7.013,012 Hospital Peñablanca,7.013,012 Hospital PeÃ±ablanca
,,,,
,,,,
SI,803,002 Hospital San Camilo de San Felipe,803,002 Hospital San Camilo de San Felipe
SI,804,003 Hospital San Juan de Dios de Los Andes,804,003 Hospital San Juan de Dios de Los Andes
SI,805,004 Hospital San Francisco de Llay Llay,805,004 Hospital San Francisco de Llay Llay
SI,806,005 Hospital San Antonio de  Putaendo,806,005 Hospital San Antonio de Putaendo
SI,807,006 Hospital Psiquiátrico Doctor  Philippe Pinel de Putaendo,807,006 Hospital Psiquiatrico Doctor Philippe Pinel de Putaendo
SI,808,010 Consultorio General Urbano de San Felipe,808,010 Consultorio General Urbano de San Felipe
SI,809,011 Consultorio General Urbano Nº 2 de Los Andes,809,011 Consultorio General Urbano Nº 2 de Los Andes
SI,8.010,012 Consultorio General Urbano de Llay Llay,8.010,012 Consultorio General Urbano de Llay Llay
SI,8.011,013 Centro De Salud Mental Comunitaria San Felipe,8.011,013 Centro De Salud Mental Comunitaria San Felipe
SI,8.012,014 Centro De Salud Mental Comunitaria Los Andes,8.012,014 Centro De Salud Mental Comunitaria Los Andes
,,,,
,,,,
SI,903,002 Hospital Rancagua,903,002 Hospital Rancagua
SI,904,003 Hospital Graneros,904,003 Hospital Graneros
SI,905,004 Hospital Coínco,905,004 Hospital Coinco
SI,906,005 Hospital Peumo,906,005 Hospital Peumo
SI,907,006 Hospital de Rengo,907,006 Hospital de Rengo
SI,908,007 Hospital San Vicente,908,007 Hospital San Vicente
SI,909,008 Hospital Pichidegua,909,008 Hospital Pichidegua
SI,9.010,009 Hospital San Fernando,9.010,009 Hospital San Fernando
SI,9.011,010 Hospital Chimbarongo,9.011,010 Hospital Chimbarongo
SI,9.012,011 Hospital Nancagua,9.012,011 Hospital Nancagua
SI,9.013,012 Hospital Santa Cruz,9.013,012 Hospital Santa Cruz
SI,9.014,013 Hospital Marchigue,9.014,013 Hospital Marchigue
SI,9.015,014 Hospital Pichilemu,9.015,014 Hospital Pichilemu
SI,9.016,015 Hospital de Lolol,9.016,015 Hospital de Lolol
SI,9.017,016 Hospital de Litueche,9.017,016 Hospital de Litueche
,,,,
,,,,
SI,1.003,002 Hospital Curicó,1.003,002 Hospital Curico
SI,1.004,003 Hospital de Teno,1.004,003 Hospital de Teno
SI,1.005,004 Hospital Molina,1.005,004 Hospital Molina
SI,1.006,005 Hospital Hualane,1.006,005 Hospital Hualane
SI,1.007,006 Hospital Licantén,1.007,006 Hospital Licanten
SI,1.008,007 Hospital Talca,1.008,007 Hospital Talca
SI,1.009,008 Hospital Curepto,1.009,008 Hospital Curepto
SI,10.010,009 Hospital Constitución,10.010,009 Hospital Constitucion
SI,10.011,010 Hospital Linares,10.011,010 Hospital Linares
SI,10.012,011 Hospital San Javier,10.012,011 Hospital San Javier
SI,10.013,012 Hospital Parral,10.013,012 Hospital Parral
SI,10.014,013 Hospital Cauquenes,10.014,013 Hospital Cauquenes
SI,10.015,014 Hospital Chanco,10.015,014 Hospital Chanco
,,,,
,,,,
SI,1.103,002 Hospital de Chillán,1.103,002 Hospital de Chillan
SI,1.104,003 Hospital de San Carlos,1.104,003 Hospital de San Carlos
SI,1.105,004 Hospital de Bulnes,1.105,004 Hospital de Bulnes
SI,1.106,005 Hospital de Yungay,1.106,005 Hospital de Yungay
SI,1.107,006 Hospital de Quirihue,1.107,006 Hospital de Quirihue
SI,1.108,007 Hospital de Coelemu,1.108,007 Hospital de Coelemu
SI,1.109,008 Hospital El Carmen,1.109,008 Hospital El Carmen
SI,11.010,009 Consultorio Violeta Parra,11.010,009 Consultorio Violeta Parra
SI,11.011,013 Centro Comunitario Salud Mental,11.011,013 Centro Comunitario Salud Mental
,,,,
,,,,
SI,1.203,002 Hospital Guillermo  Grant Benavente,1.203,002 Hospital Guillermo Grant Benavente
SI,1.204,003 Hospital Traumatológico,1.204,003 Hospital Traumatologico
SI,1.205,004 Hospital de Coronel,1.205,004 Hospital de Coronel
SI,1.206,005 Hospital Lota,1.206,005 Hospital Lota
SI,1.207,006 Hospital Santa Juana,1.207,006 Hospital Santa Juana
SI,1.208,007 Hospital Florida,1.208,007 Hospital Florida
SI,1.209,008 Consultorio Víctor Manuel Fernández,1.209,008 Consultorio Victor Manuel Fernandez
SI,12.010,010 Centro de Sangre y Tejidos,12.010,010 Centro de Sangre y Tejidos
,,,,
,,,,
SI,1.303,002 Hospital Higueras,1.303,002 Hospital Higueras
SI,1.304,003 Hospital Tome,1.304,003 Hospital Tome
SI,1.305,004 Hospital Penco Lirquén,1.305,004 Hospital Penco Lirquen
SI,1.306,005 CESFAM LIRQUEN,1.306,005 CESFAM LIRQUEN
,,,,
,,,,
SI,1.403,002 CENTRO REGULADOR SAMU SERVICIO SALUD BIO BIO,1.403,002 CENTRO REGULADOR SAMU SERVICIO SALUD BIO BIO
SI,1.404,003 Hospital Huepil,1.404,003 Hospital Huepil
SI,1.405,004 Hospital de Laja,1.405,004 Hospital de Laja
SI,1.406,005 Hospital de Los Ángeles,1.406,005 Hospital de Los Angeles
SI,1.407,006 Hospital de Mulchén,1.407,006 Hospital de Mulchen
SI,1.408,007 Hospital de Nacimiento,1.408,007 Hospital de Nacimiento
SI,1.409,008 Hospital de Yumbel,1.409,008 Hospital de Yumbel
SI,14.010,009 Hospital Santa Bárbara,14.010,009 Hospital Santa Barbara
,,,,
,,,,
SI,1.503,002 Hospital Arauco,1.503,002 Hospital Arauco
SI,1.504,003 Hospital de Cañete,1.504,003 Hospital de CaÃ±ete
SI,1.505,004 Hospital Contulmo,1.505,004 Hospital Contulmo
SI,1.506,005 Hospital Curanilahue,1.506,005 Hospital Curanilahue
SI,1.507,006 Hospital Lebu,1.507,006 Hospital Lebu
,,,,
,,,,
SI,1.603,002 Hospital Angol,1.603,002 Hospital Angol
SI,1.604,003 Hospital Victoria,1.604,003 Hospital Victoria
SI,1.605,004 Hospital Traiguén,1.605,004 Hospital Traiguen
SI,1.606,005 Hospital de Collipulli,1.606,005 Hospital de Collipulli
SI,1.607,006 Hospital Purén,1.607,006 Hospital Puren
SI,1.608,007 Hospital Curacautín,1.608,007 Hospital Curacautin
SI,1.609,008 Hospital de Lonquimay,1.609,008 Hospital de Lonquimay
,,,,
,,,,
SI,1.703,002 Consultorio de Miraflores,1.703,002 Consultorio de Miraflores
SI,1.704,003 Hospital de Cunco,1.704,003 Hospital de Cunco
SI,1.705,004 Hospital Nueva Imperial,1.705,004 Hospital Nueva Imperial
SI,1.706,005 Hospital Villarica,1.706,005 Hospital Villarica
SI,1.707,006 Hospital Carahue,1.707,006 Hospital Carahue
SI,1.708,007 Hospital Gorbea,1.708,007 Hospital Gorbea
SI,1.709,008 Hospital Pitrufquén,1.709,008 Hospital Pitrufquen
SI,17.010,009 Hospital Puerto Saavedra,17.010,009 Hospital Puerto Saavedra
SI,17.011,010 Hospital Toltén,17.011,010 Hospital Tolten
SI,17.012,011 Hospital Galvarino,17.012,011 Hospital Galvarino
SI,17.013,012 Hospital Lautaro,17.013,012 Hospital Lautaro
SI,17.014,013 Hospital Loncoche,17.014,013 Hospital Loncoche
SI,17.015,014 Hospital Vilcún,17.015,014 Hospital Vilcun
SI,17.016,015 Hospital Temuco,17.016,015 Hospital Temuco
,,,17.017,016 Complejo Asistencial Padre Las Casas
,,,,
,,,,
SI,1.803,002 Hospital de Valdivia,1.803,002 Hospital de Valdivia
SI,1.804,003 Hospital de Corral,1.804,003 Hospital de Corral
SI,1.805,004 Hospital de Los Lagos,1.805,004 Hospital de Los Lagos
SI,1.806,005 Hospital de Lanco,1.806,005 Hospital de Lanco
SI,1.807,006 Hospital de La Unión,1.807,006 Hospital de La Union
SI,1.808,007 Hospital de Río Bueno,1.808,007 Hospital de Rio Bueno
SI,1.809,008 Hospital de Paillaco,1.809,008 Hospital de Paillaco
SI,18.010,009 Consultorio Externo,18.010,009 Consultorio Externo
SI,18.011,011 Hospital Santa Elisa De San Jose De La Mariquina,18.011,011 Hospital Santa Elisa De San Jose De La Mariquina
,,,,
,,,,
SI,1.903,002 Hospital de Osorno,1.903,002 Hospital de Osorno
SI,1.904,003 Hospital Puerto Octay,1.904,003 Hospital Puerto Octay
SI,1.905,004 Hospital Purranque,1.905,004 Hospital Purranque
SI,1.906,005 Hospital de Río Negro,1.906,005 Hospital de Rio Negro
SI,1.907,006 Hospital Misión San Juan de la Costa,1.907,006 Hospital Mision San Juan de la Costa
SI,1.908,007 Hospital del Perpetuo Socorro de Quilacahuín,1.908,007 Hospital del Perpetuo Socorro de Quilacahuin
,,,,
,,,,
SI,2.003,002 Hospital Calbuco,2.003,002 Hospital Calbuco
SI,2.004,003 Hospital Chaitén,2.004,003 Hospital Chaiten
SI,2.005,007 Hospital de Fresia,2.005,007 Hospital de Fresia
SI,2.006,008 Hospital de Frutillar,2.006,008 Hospital de Frutillar
SI,2.007,009 Hospital Futaleufú,2.007,009 Hospital Futaleufu
SI,2.008,010 Hospital de Llanquihue,2.008,010 Hospital de Llanquihue
SI,2.009,011 Hospital de Maullín,2.009,011 Hospital de Maullin
SI,20.010,012 Hospital de Palena,20.010,012 Hospital de Palena
SI,20.011,013 Hospital de Puerto Montt,20.011,013 Hospital de Puerto Montt
SI,20.012,016 Consultorio de Hualaihue,20.012,016 Consultorio de Hualaihue
SI,20.013,017 SAMU RELONCAVI,20.013,017 SAMU RELONCAVI
,,,,
,,,,
,,,,
SI,,003 Hospital de Cisnes,2.104,003 Hospital de Cisnes
SI,2.105,004 Hospital de Chile Chico,2.105,004 Hospital de Chile Chico
SI,2.106,005 Hospital de Cochrane,2.106,005 Hospital de Cochrane
SI,2.107,006 Hospital de Coyhaique,2.107,006 Hospital de Coyhaique
SI,2.108,007 Hospital de Puerto Aysén,2.108,007 Hospital de Puerto Aysen
SI,2.109,008 Consultorio A. Gutiérrez,2.109,008 Consultorio A. Gutierrez
SI,21.010,009 Consultorio Víctor Domingo Silva,21.010,009 Consultorio Victor Domingo Silva
,,,,
,,,,
SI,2.203,002 Hospital Porvenir,2.203,002 Hospital Porvenir
SI,2.204,003 Hospital de Puerto Natales,2.204,003 Hospital de Puerto Natales
SI,2.205,004 Hospital Regional de Punta Arenas,,004 Hospital Regional de Punta Arenas
SI,,005 Cecosf Puerto Williams,2.206,005 Cecosf Puerto Williams
SI,2.207,006 SAMU Magallanes,2.207,006 SAMU Magallanes
SI,2.208,007 Hospital Psiquiátrico,2.208,007 Hospital Psiquiatrico
SI,2.209,008 Atención Primaria de Salud,2.209,008 Atencion Primaria de Salud
SI,22.010,009 UNIDAD SALUD MENTAL - CTAS COMPLEMENTARIAS,22.010,009 UNIDAD SALUD MENTAL - CTAS COMPLEMENTARIAS
SI,22.011,010 ESTABLECIMIENTO LARGA ESTADIA ADULTO MAYOR,22.011,010 ESTABLECIMIENTO LARGA ESTADIA ADULTO MAYOR
SI,22.012,011 Hospital Comunitario Cristina Calderon de Puerto Williams,,011 Hospital Comunitario Cristina Calderon de Puerto Williams
,,,,
,,,,
SI,2.303,002 Hospital del Tórax,2.303,002 Hospital del Torax
SI,2.304,003 Hospital Luis Calvo Mackenna,2.304,003 Hospital Luis Calvo Mackenna
SI,2.305,004 Hospital Santiago Oriente Luis Tisne,2.305,004 Hospital Santiago Oriente Luis Tisne
SI,2.306,005 Hospital Salvador,2.306,005 Hospital Salvador
SI,2.307,006 Instituto de Geriatría,2.307,006 Instituto de Geriatria
SI,2.308,007 Instituto de Neurocirugía,2.308,007 Instituto de Neurocirugia
SI,2.309,008 Instituto Pedro Aguirre Cerda,2.309,008 Instituto Pedro Aguirre Cerda
SI,23.010,009 Hospital de Hanga Roa,23.010,009 Hospital de Hanga Roa
,,,,
,,,,
,,,,
SI,2.404,003 Hospital Clínico San Borja Arriaran,2.404,003 Hospital Clinico San Borja Arriaran
SI,2.405,004 Hospital De Urgencia Asistencia Pública,,004 Hospital De Urgencia Asistencia Publica
SI,,005 Hospital El Carmen,2.406,005 Hospital El Carmen
SI,2.407,006 Centro Metropolitano de Atención Hospitalaria,2.407,006 Centro Metropolitano de Atencion Hospitalaria
,,,,
,,,,
SI,2.503,002 Hospital Barros Luco Trudeau,2.503,002 Hospital Barros Luco Trudeau
SI,2.504,003 Hospital Enfermedades Infecciosas,2.504,003 Hospital Enfermedades Infecciosas
SI,2.505,004 Hospital Exequiel González Cortés,2.505,004 Hospital Exequiel Gonzalez Cortes
SI,2.506,005 Hospital San Luis de Buin,2.506,005 Hospital San Luis de Buin
SI,2.507,006 Hospital Sanatorio El Peral,2.507,006 Hospital Sanatorio El Peral
SI,2.508,007 Hospital Sanatorio El Pino,2.508,007 Hospital Sanatorio El Pino
,,,,
,,,,
SI,2.603,002 Centro De Diagnóstico Terapéutico,2.603,002 Centro De Diagnostico Terapeutico
SI,2.604,003 Hospital de Til Til,2.604,003 Hospital de Til Til
SI,2.605,004 Hospital Roberto del Río,2.605,004 Hospital Roberto del Rio
SI,2.606,005 Hospital San José,2.606,005 Hospital San Jose
SI,2.607,006 Instituto Nacional del Cáncer,2.607,006 Instituto Nacional del Cancer
SI,2.608,007 Instituto Psiquiátrico,,007 Instituto Psiquiatrico
,,,,
,,,,
SI,2.703,002 Centro de Referencia Salud Occidente Salvador Allende,2.703,002 Centro de Referencia Salud Occidente Salvador Allende
SI,2.704,003 Hospital de Curacaví,2.704,003 Hospital de Curacavi
SI,2.705,004 Hospital de Melipilla,2.705,004 Hospital de Melipilla
SI,2.706,005 Hospital de Peñaflor,2.706,005 Hospital de PeÃ±aflor
SI,2.707,006 Hospital de Talagante,2.707,006 Hospital de Talagante
SI,2.708,007 Hospital Félix Bulnes,2.708,007 Hospital Felix Bulnes
SI,2.709,008 Hospital San Juan de Dios,2.709,008 Hospital San Juan de Dios
SI,27.010,009 Instituto Traumatológico,27.010,009 Instituto Traumatologico
,,,27.011,010 Hospital Metropolitano
,,,,
,,,,
SI,2.803,002 Hospital Metropolitano,,
SI,2.804,003 Centro de Referencia de Salud,2.803,003 Centro de Referencia de Salud
SI,2.805,004 Hospital Sotero del Río,2.804,004 Hospital Sotero del Rio
SI,2.806,005 Hospital San José de Maipo,2.805,005 Hospital San Jose de Maipo
