hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input_grd,te_output_grd,te_directional_grd
101100,0.31,0.3,0.3,0,0,0.05,0.98,0.064,15.19,0.861
102100,0.44,0.3,0.34,0,0,0.04,0.95,0.034,26.125,0.883
103100,0.63,0.79,0.36,0,0,0,1.16,0.031,43.645,1.1
103101,0.24,0.17,0.2,0,0,0,0.93,0.036,23.994,0.86
104100,0.26,0.25,0.23,0,0,0,0.85,0.035,20.658,0.783
105100,0.34,0.34,0.23,0,0,0,1.04,0.032,33.054,0.977
105101,0.36,0.34,0.25,0,0,0,1.06,0.034,32.818,0.993
105102,0.26,0.21,0.15,0,0,0,0.92,0.025,34.286,0.872
106100,0.48,0.42,0.28,0,0,0,1.15,0.031,42.386,1.089
106102,0.11,0.11,0.08,0,0,0,1.26,0.043,37.248,1.178
106103,0.11,0.1,0.12,0,0,0,0.77,0.039,15.175,0.695
107100,0.55,0.75,0.36,0,0,0,1.25,0.038,41.059,1.176
107101,0.19,0.22,0.17,0,0,0,0.9,0.038,21.626,0.828
107102,0.16,0.13,0.13,0,0,0.02,0.83,0.042,16.6,0.751
108100,0.17,0.12,0.18,0,0,0,0.93,0.046,18.885,0.843
108101,0.14,0.11,0.15,0,0,0,0.91,0.046,18.261,0.824
109100,0.57,0.65,0.48,0,0,0,0.97,0.038,24.765,0.897
109101,0.27,0.18,0.11,0,0,0,1.33,0.025,70.188,1.281
109102,0.11,0.08,0.04,0,0,0,NA,NA,NA,NA
109103,0.13,0.14,0.05,0,0,0,1.16,0.021,64.844,1.119
110100,0.57,0.76,0.37,0,0,0,1.29,0.039,42.727,1.214
110110,0.06,0.11,0.07,0,0,0,1.25,0.068,23.036,1.121
110120,0.5,0.38,0.33,0,0,0,1.02,0.032,33.228,0.959
110150,0.13,0.09,0.13,0,0,0.04,0.77,0.095,6.256,0.601
111100,0.62,0.67,0.37,0,0,0.1,1.01,0.066,15.655,0.888
111101,0.54,0.49,0.32,0,0,0.09,1.15,0.077,17.25,1.006
111195,0.47,0.35,0.19,0,0,0.08,1.67,0.114,24.529,1.458
112100,0.42,0.98,0.22,0,0,0,1.41,0.034,57.873,1.342
112101,0.22,0.23,0.3,0,0,0,0.87,0.055,13.717,0.766
112102,0.26,0.32,0.11,0,0,0,1.63,0.033,82.833,1.566
112103,0.12,0.29,0.06,0,0,0,2.31,0.053,99.33,2.206
112104,0.1,0.13,0.05,0,0,0,1.97,0.045,84.71,1.881
112105,0.02,0.01,0.02,0,0,0,NA,NA,NA,NA
112106,0.02,0.01,0.02,0,0,0,NA,NA,NA,NA
113100,0.68,0.8,0.58,0,0,0.14,1.09,0.089,13.236,0.924
113130,0.21,0.15,0.1,0,0,0.04,1.15,0.087,15.094,0.987
113180,0.28,0.25,0.26,0,0,0,0.97,0.042,22.459,0.889
114101,0.98,0.99,0.7,0,0,0,1.15,0.038,34.615,1.076
114103,0.39,0.37,0.31,0,0,0.04,0.97,0.04,23.644,0.893
114105,0.48,0.68,0.29,0,0,0.04,1.13,0.037,33.9,1.057
115100,0.57,0.53,0.42,0,0,0.14,1.17,0.115,11.909,0.961
115107,0.14,0.18,0.13,0,0,0,1,0.043,23.154,0.917
116100,0.24,0.31,0.26,0,0,0,0.92,0.046,18.258,0.832
116105,0.6,0.56,0.49,0,0,0,1.15,0.044,30.276,1.066
116108,0.2,0.17,0.22,0,0,0,0.9,0.046,17.591,0.813
117101,0.48,0.4,0.35,0,0,0.06,0.98,0.049,19.6,0.887
117102,0.13,0.09,0.13,0,0,0.05,0.79,0.122,5.135,0.579
118100,0.91,0.88,0.49,0,0,0.23,1.3,0.131,12.858,1.061
118105,0.11,0.05,0.11,0,0,0.14,0.7,0.392,1.25,0.197
118106,0.09,0.04,0.06,0,0,0.06,0.77,0.231,2.566,0.414
119100,0.48,0.5,0.35,0,0,0,1.06,0.036,31.255,0.99
119101,0.09,0.04,0.06,0,0,0.01,0.83,0.042,16.6,0.751
120101,0.02,0.01,0.43,0,0,0.05,0.99,0.99,0.99,0
121109,0.69,0.87,0.47,0,0,0.1,1.15,0.067,19.837,1.023
122100,0.43,0.52,0.33,0,0,0.08,1.05,0.078,14.109,0.904
123100,0.4,0.39,0.3,0,0,0,0.97,0.034,27.807,0.905
124105,0.66,0.68,0.43,0,0,0.1,1.06,0.065,17.49,0.939
125100,0.29,0.21,0.15,0,0,0,0.93,0.022,38.657,0.886
126100,0.38,0.34,0.17,0,0,0,1.17,0.025,56.229,1.122
129100,0.17,0.11,0.12,0,0,0.14,0.83,0.273,2.52,0.418
129106,0.15,0.1,0.11,0,0,0.05,0.88,0.117,6.6,0.673
133150,0.18,0.1,0.13,0,0,0.03,0.84,0.056,12.6,0.735
