hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input_grd,te_output_grd,te_directional_grd
101100,0.28,0.26,0.34,0.23,0.24,0.05,0.78,0.475,1.281,0.19
102100,0.39,0.28,0.37,0.21,0.27,0.04,0.77,0.377,1.571,0.263
103100,0.42,0.4,0.41,0.27,0.37,0,0.85,0.468,1.547,0.247
103101,0.15,0.11,0.18,0.11,0.07,0,0.64,0.307,1.332,0.225
104100,0.25,0.24,0.23,0.13,0.17,0,0.76,0.342,1.689,0.288
105100,0.25,0.26,0.29,0.29,0.29,0,0.89,0.672,1.179,0.125
105101,0.27,0.26,0.28,0.17,0.3,0,0.96,0.617,1.493,0.208
105102,0.14,0.11,0.19,0.16,0.18,0,0.67,0.57,0.788,0.054
106100,0.48,0.44,0.53,0.29,0.35,0,1.01,0.515,1.98,0.327
106102,0.1,0.07,0.12,0.28,0.07,0,1.02,1.02,1.02,0
106103,0.1,0.11,0.19,0.14,0.1,0,0.67,0.573,0.783,0.052
107100,0.47,0.68,0.42,0.49,0.35,0,1.2,0.672,2.142,0.338
107101,0.17,0.17,0.23,0.21,0.19,0,0.71,0.56,0.9,0.084
107102,0.14,0.09,0.15,0.08,0.12,0.04,0.73,0.452,1.18,0.172
108100,0.15,0.11,0.23,0.12,0.21,0,0.79,0.724,0.863,0.035
108101,0.12,0.1,0.2,0.1,0.2,0,0.73,0.73,0.73,0
109100,0.52,0.5,0.55,0.81,0.89,0,0.79,0.79,0.79,0
109101,0.27,0.19,0.17,0.12,0.15,0,1.09,0.41,2.899,0.495
109102,0.12,0.08,0.06,0.01,0,0,NA,NA,NA,NA
109103,0.11,0.12,0.06,0.07,0.05,0,NA,NA,NA,NA
110100,0.52,0.68,0.52,0.8,0.42,0,1,0.706,1.416,0.172
110110,0.06,0.11,0.07,0.05,0.15,0,1.31,1.31,1.31,0
110120,0.34,0.42,0.33,0.24,0.32,0,0.82,0.455,1.477,0.235
110150,0.12,0.08,0.15,0.12,0.13,0.02,0.64,0.486,0.842,0.087
111100,0.57,0.8,0.5,0.57,0.33,0.13,0.91,0.467,1.774,0.293
111101,0.44,0.4,0.34,0.37,0.22,0.05,0.84,0.37,1.903,0.326
111195,0.42,0.34,0.17,0.19,0.24,0.07,1.22,0.431,3.453,0.583
112100,0.37,0.73,0.2,0.39,0.33,0,1.17,0.666,2.056,0.322
112101,0.2,0.19,0.35,0.02,0.18,0,0.72,0.464,1.117,0.156
112102,0.24,0.34,0.2,0.2,0.17,0,1.27,0.627,2.573,0.431
112103,0.11,0.26,0.1,0.11,0.03,0,1.63,0.704,3.777,0.647
112104,0.11,0.15,0.08,0.06,0.07,0,1.77,0.696,4.499,0.77
112105,0.01,0.01,0.07,0,0,0,NA,NA,NA,NA
112106,0.02,0.01,0.02,0,0,0,NA,NA,NA,NA
113100,0.64,0.68,0.59,0.78,0.48,0.12,0.87,0.532,1.421,0.209
113130,0.17,0.13,0.15,0.08,0.13,0,1.12,0.558,2.25,0.375
113180,0.24,0.2,0.31,0.25,0.21,0,0.76,0.517,1.119,0.145
114101,0.84,0.82,0.92,0.64,0.66,0.15,0.91,0.505,1.641,0.261
114103,0.36,0.34,0.39,0.42,0.22,0.02,0.76,0.445,1.297,0.198
114105,0.42,0.5,0.32,0.17,0.26,0.04,0.85,0.316,2.283,0.388
115100,0.45,0.62,0.36,0.35,0.33,0.08,1,0.488,2.048,0.344
115107,0.11,0.13,0.19,0.11,0.15,0,0.76,0.646,0.895,0.062
116100,0.23,0.26,0.3,0.44,0.3,0,0.77,0.742,0.798,0.014
116105,0.5,0.48,0.45,0.56,0.36,0,0.98,0.57,1.684,0.259
116108,0.19,0.12,0.31,0.19,0.23,0.01,0.76,0.686,0.843,0.04
117101,0.43,0.37,0.43,0.34,0.42,0,0.82,0.508,1.322,0.192
117102,0.1,0.08,0.15,0.09,0.16,0,0.69,0.676,0.704,0.007
118100,0.82,0.84,0.68,0.8,0.52,0.12,1.07,0.548,2.091,0.346
118105,0.1,0.04,0.15,0.13,0.11,0.31,0.59,0.59,0.59,0
118106,0.08,0.04,0.09,0.09,0.06,0.21,NA,NA,NA,NA
119100,0.42,0.46,0.44,0.41,0.34,0,0.9,0.532,1.522,0.231
119101,0.06,0.03,0.08,0.1,0.08,0.15,NA,NA,NA,NA
120101,0.47,0.54,0.52,0.48,0.34,0.07,0.78,0.456,1.333,0.204
121109,0.63,0.82,0.7,0.71,0.47,0.09,0.97,0.598,1.575,0.231
122100,0.4,0.49,0.43,0.44,0.31,0.04,0.9,0.549,1.474,0.218
123100,0.37,0.33,0.34,0.31,0.32,0,0.84,0.483,1.461,0.227
124105,0.55,0.55,0.5,0.35,0.36,0,0.9,0.415,1.954,0.332
125100,0.3,0.2,0.2,0.22,0.12,0,0.78,0.3,2.032,0.347
126100,0.32,0.29,0.25,0.16,0.17,0,0.92,0.351,2.416,0.412
129100,0.13,0.08,0.16,0.08,0.12,0.11,0.64,0.444,0.924,0.116
129106,0.13,0.09,0.16,0.09,0.1,0.04,0.7,0.411,1.193,0.182
133150,0.17,0.1,0.15,0.1,0.12,0.04,0.83,0.439,1.569,0.256
