hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.27,0.25,0.34,0.21,0.23,0.05,0.77,0.574,1.741,0.27
102100,0.37,0.29,0.37,0.2,0.27,0.05,0.75,0.485,2.064,0.347
103100,0.41,0.33,0.41,0.24,0.32,0,0.84,0.5,2,0.333
103101,0.14,0.08,0.17,0.1,0.07,0,0.61,0.545,1.836,0.295
104100,0.24,0.23,0.23,0.11,0.16,0,0.72,0.421,2.376,0.408
105100,0.23,0.26,0.31,0.24,0.27,0,0.84,0.688,1.453,0.185
105101,0.26,0.26,0.3,0.16,0.3,0,0.92,0.621,1.611,0.234
105102,0.14,0.11,0.2,0.15,0.19,0,0.67,0.83,1.205,0.093
106100,0.45,0.46,0.56,0.29,0.35,0,0.95,0.517,1.933,0.318
106102,0.09,0.08,0.11,0.35,0.07,0,1.03,1,1,0
106103,0.1,0.1,0.21,0.13,0.11,0,0.65,0.843,1.186,0.085
107100,0.46,0.62,0.48,0.46,0.35,0,1.15,0.502,1.994,0.332
107101,0.15,0.16,0.25,0.2,0.2,0,0.72,0.836,1.196,0.089
107102,0.13,0.08,0.16,0.08,0.11,0,0.68,0.637,1.569,0.222
108100,0.14,0.1,0.25,0.12,0.21,0,0.74,0.977,1.024,0.012
108101,0.11,0.1,0.2,0.11,0.2,0,0.7,1,1,0
109100,0.49,0.51,0.6,0.82,0.95,0,0.79,1,1,0
109101,0.26,0.19,0.18,0.12,0.17,0,1.05,0.404,2.478,0.425
109102,0.1,0.08,0.05,0,0,0,NA,0.147,6.824,0.744
109103,0.09,0.14,0.06,0.06,0.04,0,NA,0.31,3.229,0.527
110100,0.48,0.71,0.52,0.79,0.41,0,1,0.631,1.585,0.226
110110,0.06,0.11,0.08,0.05,0.16,0,1.2,1,1,0
110120,0.31,0.39,0.32,0.23,0.31,0,0.77,0.538,1.857,0.3
110150,0.11,0.08,0.15,0.1,0.14,0.01,0.63,0.79,1.265,0.117
111100,0.54,0.88,0.48,0.56,0.35,0.11,0.87,0.465,2.15,0.365
111101,0.36,0.35,0.31,0.32,0.18,0.03,0.77,0.413,2.419,0.415
111195,0.4,0.32,0.17,0.16,0.17,0.07,1.22,0.264,3.782,0.582
112100,0.35,0.79,0.41,0.38,0.41,0,1.14,0.632,1.583,0.226
112101,0.18,0.21,0.37,0.02,0.18,0,0.68,0.674,1.484,0.195
112102,0.22,0.35,0.2,0.2,0.18,0,1.26,0.478,2.094,0.354
112103,0.11,0.25,0.1,0.1,0.04,0,1.71,0.359,2.785,0.472
112104,0.1,0.14,0.08,0.05,0.06,0,1.73,0.349,2.864,0.482
112105,0.01,0.02,0.08,0,0,0,NA,1,1,0
112106,0.02,0.01,0.02,0,0,0,NA,0.442,2.265,0.387
113100,0.61,0.67,0.59,0.72,0.5,0.13,0.91,0.558,1.793,0.284
113130,0.16,0.12,0.15,0.08,0.14,0,1.07,0.537,1.863,0.302
113180,0.23,0.19,0.33,0.24,0.19,0,0.78,0.649,1.54,0.212
114101,0.82,0.71,0.9,0.61,0.65,0.17,0.86,0.534,1.873,0.304
114103,0.34,0.33,0.42,0.4,0.23,0.02,0.67,0.567,1.764,0.276
114105,0.39,0.43,0.25,0.23,0.2,0.05,0.88,0.332,3.013,0.502
115100,0.4,0.52,0.4,0.35,0.4,0.13,0.95,0.559,1.789,0.283
115107,0.1,0.09,0.19,0.08,0.16,0,0.68,0.943,1.061,0.03
116100,0.21,0.23,0.3,0.42,0.3,0.38,0.76,1,1,0
116105,0.43,0.44,0.42,0.52,0.33,0,0.94,0.551,1.816,0.29
116108,0.17,0.11,0.33,0.18,0.23,0.07,0.72,0.99,1.01,0.005
117101,0.4,0.35,0.45,0.32,0.4,0,0.8,0.61,1.639,0.242
117102,0.09,0.07,0.15,0.08,0.13,0,0.71,0.897,1.114,0.054
118100,0.76,0.88,0.66,0.74,0.48,0.11,1.01,0.452,2.211,0.377
118105,0.1,0.03,0.15,0.12,0.1,0.35,0.57,1,1,0
118106,0.07,0.03,0.11,0.09,0.06,0.25,NA,1,1,0
119100,0.4,0.46,0.45,0.39,0.34,0,0.83,0.549,1.822,0.291
119101,0.06,0.03,0.08,0.09,0.09,0.14,NA,1,1,0
120101,0.44,0.51,0.55,0.47,0.35,0,0.74,0.563,1.776,0.279
121109,0.61,0.75,0.75,0.71,0.48,0.08,0.95,0.57,1.755,0.274
122100,0.38,0.44,0.44,0.42,0.31,0.04,0.87,0.565,1.771,0.278
123100,0.35,0.31,0.35,0.29,0.32,0,0.8,0.565,1.769,0.278
124105,0.5,0.51,0.49,0.32,0.33,0,0.86,0.44,2.272,0.389
125100,0.28,0.16,0.19,0.22,0.12,0,0.76,0.412,2.429,0.417
126100,0.3,0.28,0.26,0.14,0.16,0,0.85,0.369,2.713,0.461
129100,0.12,0.07,0.16,0.08,0.11,0,0.62,0.707,1.414,0.172
129106,0.13,0.09,0.16,0.08,0.11,0.04,0.7,0.607,1.648,0.245
133150,0.16,0.08,0.16,0.09,0.12,0.08,0.79,0.593,1.687,0.256
