hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.25,0.21,0.33,0.2,0.22,0.06,0.73,0.591,1.692,0.257
102100,0.36,0.3,0.36,0.19,0.27,0.04,0.76,0.459,2.181,0.371
103100,0.38,0.3,0.39,0.21,0.31,0,0.83,0.487,2.052,0.345
103101,0.13,0.06,0.17,0.09,0.06,0,0.62,0.605,1.652,0.246
104100,0.22,0.21,0.25,0.12,0.17,0,0.74,0.476,2.101,0.355
105100,0.22,0.27,0.33,0.26,0.3,0,0.83,0.742,1.347,0.148
105101,0.25,0.27,0.32,0.16,0.36,0,0.91,0.678,1.474,0.192
105102,0.14,0.11,0.21,0.13,0.18,0,0.65,0.757,1.321,0.138
106100,0.43,0.41,0.57,0.25,0.33,0,0.92,0.512,1.955,0.323
106102,0.09,0.08,0.12,0.35,0.07,0,0.98,1,1,0
106103,0.1,0.09,0.2,0.11,0.1,0,0.64,0.77,1.298,0.13
107100,0.43,0.6,0.46,0.42,0.31,0,1.1,0.468,2.139,0.363
107101,0.14,0.15,0.24,0.27,0.2,0,0.72,0.922,1.084,0.04
107102,0.12,0.09,0.16,0.1,0.14,0,0.65,0.686,1.458,0.186
108100,0.14,0.1,0.26,0.12,0.24,0,0.77,0.963,1.039,0.019
108101,0.11,0.08,0.21,0.11,0.2,0,0.7,1,1,0
109100,0.47,0.6,0.62,0.79,0.89,0,0.75,0.94,1.064,0.031
109101,0.25,0.18,0.18,0.11,0.17,0,1.03,0.387,2.582,0.442
109102,0.1,0.08,0.05,0,0,0,NA,0.104,9.6,0.811
109103,0.07,0.13,0.05,0.06,0.04,0,NA,0.362,2.766,0.469
110100,0.46,0.71,0.51,0.74,0.44,0,0.97,0.619,1.615,0.235
110110,0.05,0.11,0.08,0.05,0.16,0,NA,1,1,0
110120,0.3,0.31,0.33,0.2,0.29,0,0.75,0.53,1.887,0.307
110150,0.09,0.08,0.16,0.09,0.12,0,0.59,0.81,1.234,0.105
111100,0.52,0.73,0.52,0.56,0.34,0.12,0.86,0.479,2.088,0.352
111101,0.24,0.31,0.15,0.05,0.1,0,0.74,0.23,4.352,0.626
111195,0.4,0.3,0.18,0.17,0.18,0.08,1.16,0.278,3.596,0.565
112100,0.35,0.81,0.37,0.45,0.33,0,1.14,0.555,1.801,0.286
112101,0.18,0.2,0.39,0.02,0.18,0,0.71,0.674,1.484,0.195
112102,0.21,0.39,0.2,0.19,0.2,0,1.21,0.477,2.097,0.354
112103,0.1,0.24,0.09,0.09,0.04,0,1.71,0.369,2.709,0.461
112104,0.1,0.15,0.08,0.04,0.06,0,1.76,0.315,3.173,0.521
112105,0.01,0.01,0.06,0,0,0,NA,1,1,0
112106,0.02,0.01,0.02,0,0,0,NA,0.333,3,0.5
113100,0.61,0.67,0.59,0.68,0.49,0.13,0.92,0.525,1.907,0.312
113130,0.16,0.13,0.16,0.07,0.16,0,1.03,0.527,1.896,0.309
113180,0.22,0.18,0.35,0.23,0.23,0,0.69,0.718,1.393,0.164
114101,0.74,0.74,1,0.6,0.7,0.18,0.9,0.595,1.68,0.254
114103,0.32,0.32,0.43,0.39,0.24,0.02,0.7,0.596,1.678,0.253
114105,0.25,0.3,0.11,0.14,0.09,0.05,NA,0.246,4.068,0.605
115100,0.39,0.46,0.39,0.32,0.36,0.06,0.95,0.511,1.958,0.324
115107,0.11,0.1,0.2,0.08,0.15,0,0.69,0.783,1.278,0.122
116100,0.2,0.17,0.31,0.39,0.28,0.42,0.76,1,1,0
116105,0.4,0.42,0.42,0.5,0.32,0,0.93,0.557,1.794,0.284
116108,0.17,0.12,0.32,0.18,0.27,0.08,0.71,0.954,1.049,0.024
117101,0.37,0.34,0.46,0.32,0.39,0,0.78,0.62,1.614,0.235
117102,0.09,0.05,0.14,0.08,0.13,0,0.66,0.912,1.096,0.046
118100,0.73,0.75,0.75,0.73,0.53,0.12,0.93,0.505,1.98,0.329
118105,0.09,0.04,0.16,0.11,0.12,0.27,0.56,1,1,0
118106,0.07,0.03,0.1,0.08,0.05,0.21,NA,1,1,0
119100,0.38,0.48,0.49,0.36,0.37,0,0.86,0.574,1.741,0.27
119101,0.06,0.02,0.08,0.08,0.08,0.1,NA,1,1,0
120101,0.42,0.47,0.56,0.44,0.36,0,0.74,0.582,1.717,0.264
121109,0.58,0.7,0.77,0.68,0.43,0.09,0.9,0.561,1.782,0.281
122100,0.38,0.39,0.45,0.4,0.4,0.03,0.84,0.623,1.605,0.232
123100,0.34,0.29,0.36,0.28,0.34,0,0.79,0.576,1.736,0.269
124105,0.41,0.43,0.44,0.28,0.28,0,0.83,0.452,2.214,0.378
125100,0.25,0.18,0.19,0.2,0.11,0,0.82,0.386,2.588,0.443
126100,0.29,0.23,0.26,0.14,0.17,0,0.79,0.39,2.562,0.439
129100,0.11,0.06,0.17,0.07,0.11,0,0.62,0.739,1.353,0.15
129106,0.12,0.07,0.16,0.08,0.11,0,0.67,0.64,1.563,0.22
133150,0.15,0.07,0.15,0.08,0.12,0.07,0.75,0.574,1.742,0.271
