hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,15,7943,25392597,15200599
102100,203,1,7946,34817202,16278222
103100,303,2,7950,37125042,22816537
103101,304,2,7951,14232097,6885763
103102,305,2,7952,3898322,1846098
103103,306,2,7953,1960301,564207
103104,307,2,7954,1277018,367076
104100,403,3,7958,22460094,13954195
104101,404,3,7959,1548190,330478
104102,405,3,7960,1451544,381151
104103,406,3,7961,10276237,5372515
104104,407,3,7962,1455720,354092
105100,503,4,7965,22738148,15399213
105101,504,4,7966,24200718,15386566
105102,505,4,7967,13836176,6691882
105103,506,4,7968,4691837,1492103
105104,507,4,7969,2296071,766217
105105,508,4,7970,1409023,412227
105106,509,4,7971,1338943,439773
105107,5010,4,7972,1736644,574229
105108,5011,4,7973,2364948,756338
106100,603,5,7976,42045607,25104513
106102,607,5,7980,9909762,4704846
106103,604,5,7977,10261054,6629571
106104,605,5,7978,4491094,1668370
106105,606,5,7979,1854139,623964
107100,703,5,7984,42001939,38349092
107101,704,5,7985,16093614,10177641
107102,705,5,7986,13322994,5833849
107103,706,5,7987,3892351,1064396
107104,708,5,7989,4052155,1357560
107105,709,5,7990,3385429,1209726
107106,7010,5,7991,1593271,605881
107107,7011,5,7992,1194640,389810
107108,7012,5,7993,2555400,1151261
107109,7013,5,7994,3740877,1497731
107110,707,5,7988,2083637,508099
108100,803,5,7997,14215431,6839934
108101,804,5,7998,11535972,6459984
108102,805,5,7999,2271780,785993
108104,806,5,8000,1127502,360351
108105,807,5,8001,6371934,2021925
109100,2606,13,8185,45818340,28667963
109101,2605,13,8184,24717072,11323525
109102,2608,13,8187,11666584,5384748
109103,2607,13,8186,10859582,7081239
109104,2604,13,8183,1923797,787293
110100,2709,13,8196,45967788,38504571
110110,27010,13,8197,6712129,7040707
110120,2708,13,8195,30728043,24028614
110130,2707,13,8194,10280669,4784795
110140,2706,13,8193,5136369,1346493
110150,2705,13,8192,12047418,5257793
110160,2704,13,8191,3313645,986458
111100,2404,13,8169,49701862,45045838
111101,2406,13,8171,38992526,22831552
111351,3101,13,8207,4100360,2082545
112100,2306,13,8161,32682292,41189035
112101,2305,13,8160,18435577,11385778
112102,2304,13,8159,21585608,19375610
112103,2303,13,8158,11315296,15153065
112104,2308,13,8163,10685380,8867831
112105,2309,13,8164,2622068,1362208
112106,2307,13,8162,3206856,998061
112107,23010,13,8165,3271875,1974614
113100,2503,13,8174,55722132,38477100
113130,2505,13,8176,16108755,7957591
113150,2506,13,8177,7811906,2145206
113160,2504,13,8175,3906305,10722091
113170,2507,13,8178,4257629,1384736
113180,2508,13,8179,22243878,11662618
114101,2805,13,8202,73511288,46531780
114102,2806,13,8203,6917609,2027827
114103,3001,13,8206,32407071,19452785
114105,2807,13,8204,37678859,28573475
115100,903,6,8007,39835747,34958429
115101,904,6,8008,2098293,644116
115102,905,6,8009,1142719,315766
115103,906,6,8010,1702778,403072
115104,907,6,8011,4532520,6905086
115105,908,6,8012,2859633,1319195
115106,909,6,8013,1038751,368420
115107,9010,6,8014,11117569,8006857
115108,9011,6,8015,1538779,518001
115109,9012,6,8016,1222251,428694
115110,9013,6,8017,6515829,4055133
115111,9014,6,8018,862690,315862
115112,9015,6,8019,1500686,685080
115113,9016,6,8020,887689,260710
115114,9017,6,8021,928693,275296
116100,1003,7,8024,20912742,15387518
116101,1004,7,8025,1585787,358684
116102,1005,7,8026,2788810,622635
116103,1006,7,8027,1159122,401316
116104,1007,7,8028,1276276,343032
116105,1008,7,8029,44028946,27293000
116106,1009,7,8030,1190408,295327
116107,10010,7,8031,4135485,1621337
116108,10011,7,8032,17448240,7514351
116109,10012,7,8033,3286542,1017954
116110,10013,7,8034,4325441,1754337
116111,10014,7,8035,5546485,1641281
116112,10015,7,8036,1225813,353999
117101,1103,16,8039,38370880,21109088
117102,1104,16,8040,10453722,5012993
117103,1105,16,8041,2675943,1054541
117104,1106,16,8042,2074286,835324
117106,1107,16,8043,2276596,937653
117107,1109,16,8045,1962789,914453
117108,1108,16,8044,2466045,880017
118100,1203,8,8050,71220503,47736367
118103,1204,8,8051,6387310,6000231
118105,1205,8,8052,10048411,2741021
118106,1206,8,8053,7986068,2647823
118107,1207,8,8054,1712938,707168
118108,1208,8,8055,1349910,407791
119100,1303,8,8060,37278129,26075226
119101,1304,8,8061,6934490,2448328
119102,1305,8,8062,4862935,2265661
120101,1406,8,8069,3264206,1395061
120102,1407,8,8070,2752286,1055857
120103,1408,8,8071,2234703,935446
120104,1409,8,8072,2300236,858404
120105,1405,8,8068,41560558,30651709
120106,14010,8,--,--,--
120107,1404,8,8067,2748704,1394489
121109,17016,9,8104,55530717,46239240
121110,17013,9,8101,5660202,4063593
121111,17012,9,8100,1368944,473515
121112,17015,9,8103,1334536,623214
121113,1704,9,8092,1583995,557850
121114,1705,9,8093,7031641,4541105
121115,1707,9,8095,1743969,628212
121116,17010,9,8098,1438863,523809
121117,1709,9,8097,3861784,2079707
121118,17011,9,8099,1473378,452829
121119,1708,9,8096,1470145,657487
121120,17014,9,8102,1987162,829889
121121,1706,9,8094,5941143,2749233
122100,1803,14,8107,35782382,27812331
122101,1804,14,8108,1260672,428938
122102,1805,14,8109,1307785,451279
122103,1806,14,8110,1966252,578578
122104,1807,14,8111,3811051,1623127
122105,1808,14,8112,2364298,891583
122106,1809,14,8113,2004785,442120
122200,18011,14,--,--,--
123100,1903,10,8117,32775154,18792750
123101,1905,10,8119,2415130,1031092
123102,1906,10,8120,2013719,358734
123103,1904,10,8118,1654077,377705
123104,1907,10,8121,805996,265254
123105,1908,10,8122,729630,239336
124105,20011,10,8133,48064746,31393304
124110,2008,10,8130,1174275,456423
124115,2006,10,8128,1480075,606405
124120,2005,10,8127,1754256,685292
124125,2009,10,8131,1415048,539925
124130,2003,10,8125,3597068,1242939
124140,20010,10,8132,943829,285173
124145,2007,10,8129,1064850,481651
125100,2107,11,8141,26795868,11963352
125101,2108,11,8142,6289069,1621196
125102,2105,11,8139,1661223,359601
125103,2106,11,8140,1422350,204735
125104,2104,11,8138,1492423,274947
126100,2205,12,8149,28776202,17080809
126101,2204,12,8148,4578787,1759708
126102,2203,12,8147,1499151,463739
126704,22012,12,--,--,--
128109,1506,8,8078,11962537,4584513
128110,1507,8,8079,4187911,1949038
128111,1504,8,8076,8484380,3241215
128112,1505,8,8077,1329709,601729
128113,1503,8,8075,5370773,2676990
129100,1603,9,8082,12339024,5065518
129101,1607,9,8086,1849607,597161
129103,1606,9,8085,2733521,790847
129104,1605,9,8084,3710138,1094689
129106,1604,9,8083,12916602,5909703
129107,1608,9,8087,2395772,708171
129108,1609,9,8088,1816867,466920
133150,3302,10,8210,15909737,6131349
133155,3306,10,8214,8659868,3051890
133160,3304,10,8212,1766792,275241
133165,3303,10,8211,3698539,1030713
133170,3305,10,8213,991356,209104
