hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.29,0.32,0.256,0.28,0.3,0.05,0.8,0.023,43.5,0.955
102100,0.45,0.3,0.3034,0.23,0.31,0,0.82,0.023,43.548,0.955
103100,0.53,0.65,0.3367,0.32,0.28,0,0.91,0.013,74.455,0.973
103101,0.16,0.13,0.0952,0.12,0.04,0,0.68,0.016,62.833,0.969
104100,0.26,0.23,0.1617,0.16,0.18,0,0.77,0.017,57.5,0.966
105100,0.29,0.37,0.2185,0.19,0.32,0,0.95,0.025,40.781,0.952
105101,0.3,0.4,0.26,0.19,0.31,0,1,0.023,43.548,0.955
105102,0.17,0.14,0.1065,0.18,0.21,0,0.71,0.033,30,0.935
106100,0.5,0.51,0.3876,0.28,0.32,0,1.02,0.016,61.017,0.968
106102,0.1,0.08,0.0749,0.16,0.05,0,1.07,0.034,29,0.933
106103,0.11,0.1,0.0884,0.16,0.07,0,0.68,0.028,36.25,0.946
107100,0.53,0.64,0.4641,0.36,0.34,0,1.19,0.019,54.016,0.964
107101,0.18,0.18,0.135,0.24,0.21,0,0.75,0.026,38.571,0.949
107102,0.15,0.11,0.09,0.08,0.12,0.02,0.75,0.024,41.25,0.953
108100,0.15,0.11,0.1738,0.14,0.21,0,0.79,0.042,23.571,0.919
108101,0.12,0.09,0.117,0.11,0.22,0,0.78,0.054,18.409,0.897
109100,0.56,0.51,0.4648,0.96,1,0,0.83,0.044,22.95,0.916
109101,0.28,0.16,0.1545,0.12,0.13,0,1.03,0.02,48.984,0.96
110100,0.56,0.7,0.4998,0.89,0.42,0,1.02,0.027,36.494,0.947
110120,0.37,0.44,0.264,0.3,0.32,0,0.8,0.019,52.031,0.962
110150,0.12,0.07,0.0693,0.12,0.11,0.01,0.63,0.035,28.636,0.933
111100,0.62,0.86,0.5016,0.63,0.35,0.1,0.88,0.02,49.6,0.96
111101,0.49,0.43,0.3128,0.48,0.24,0.07,0.92,0.02,49.143,0.96
111195,0.39,0.35,0.1703,0.21,0.16,0.08,1.31,0.029,35,0.944
112100,0.39,0.8,0.2142,0.43,0.37,0,1.19,0.021,47.432,0.959
112101,0.22,0.16,0.219,0,0.16,0,0.73,0.029,34.557,0.944
112102,0.25,0.33,0.1862,0.19,0.16,0,1.33,0.016,63.507,0.969
112103,0.11,0.29,0.1218,0.11,0.02,0,1.74,0.023,42.718,0.954
112104,0.1,0.13,0.0668,0.05,0.05,0,1.67,0.014,70.808,0.972
113100,0.68,0.7,0.5888,0.87,0.56,0.08,0.92,0.022,45.333,0.957
113130,0.2,0.16,0.11,0.08,0.12,0,1.1,0.017,60,0.967
113180,0.26,0.18,0.2262,0.27,0.23,0,0.78,0.028,35.217,0.945
114101,0.98,0.96,0.8075,0.69,0.75,0.19,0.95,0.025,40.421,0.952
114103,0.4,0.37,0.3075,0.49,0.24,0.02,0.75,0.023,43.796,0.955
115100,0.56,0.58,0.4182,0.44,0.48,0.1,1.02,0.022,44.8,0.956
115107,0.12,0.16,0.1248,0.12,0.14,0,0.78,0.026,38.571,0.949
116100,0.23,0.31,0.2212,0.46,0.33,0,0.79,0.034,29,0.933
116105,0.61,0.53,0.561,0.68,0.46,0,1.02,0.022,44.686,0.956
116108,0.19,0.15,0.195,0.21,0.25,0,0.78,0.037,27,0.929
117101,0.46,0.4,0.3306,0.36,0.45,0,0.87,0.025,40,0.951
117102,0.11,0.08,0.0828,0.09,0.15,0.23,0.69,0.359,2.783,0.471
118100,0.9,1.02,0.7521,0.83,0.62,0.75,1.09,0.104,9.6,0.811
118105,0.1,0.04,0.0671,0.14,0.09,0.3,0.61,0.938,1.067,0.032
119100,0.46,0.54,0.4085,0.44,0.39,0,0.95,0.019,53.077,0.963
120101,0.01,0.01,0.473,0.58,0.45,0.08,0.86,1,1,0
121109,0.66,0.92,0.6968,0.77,0.53,0.1,1.04,0.022,44.802,0.956
122100,0.42,0.59,0.3906,0.46,0.36,0.04,0.93,0.02,50.86,0.961
123100,0.39,0.35,0.2666,0.38,0.36,0,0.86,0.023,43.75,0.955
124105,0.62,0.67,0.4278,0.4,0.42,0.97,0.93,0.196,5.113,0.673
125100,0.29,0.21,0.1328,0.2,0.09,0,0.83,0.016,60.9,0.968
126100,0.36,0.33,0.198,0.17,0.16,0,0.99,0.013,78.833,0.975
129100,0.13,0.07,0.0748,0.08,0.09,0.08,0.68,0.143,7,0.75
129106,0.13,0.09,0.0888,0.11,0.1,0.04,0.74,0.056,18,0.895
133150,0.19,0.09,0.0924,0.11,0.13,0.03,0.84,0.042,24,0.92
