hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.28,0.27,0.2528,0.24,0.26,0.05,0.79,0.026,39.2,0.95
102100,0.42,0.31,0.2652,0.21,0.41,0.01,0.78,0.025,39.951,0.951
103100,0.44,0.47,0.301,0.26,0.34,0,0.86,0.02,50.471,0.961
103101,0.14,0.12,0.0858,0.1,0.04,0,0.66,0.014,72.643,0.973
104100,0.25,0.24,0.15,0.14,0.16,0,0.75,0.016,60.937,0.968
105100,0.27,0.32,0.2275,0.23,0.33,0,0.91,0.031,31.909,0.939
105101,0.28,0.29,0.245,0.18,0.3,0,0.98,0.027,36.4,0.947
105102,0.15,0.13,0.105,0.16,0.19,0,0.7,0.032,30.789,0.937
106100,0.48,0.47,0.51,0.29,0.3,0,1,0.024,41.901,0.953
106102,0.1,0.07,0.0714,0.13,0.05,0,1.02,0.025,40,0.951
106103,0.1,0.09,0.0884,0.14,0.07,0,0.68,0.027,37.143,0.948
107100,0.51,0.66,0.4522,0.38,0.32,0,1.19,0.02,50.211,0.961
107101,0.17,0.18,0.1258,0.22,0.18,0,0.74,0.027,36.833,0.947
107102,0.14,0.1,0.0814,0.07,0.11,0.04,0.74,0.041,24.5,0.922
108100,0.15,0.11,0.158,0.12,0.2,0,0.79,0.034,29.25,0.934
108101,0.12,0.1,0.1216,0.1,0.21,0,0.76,0.045,22.286,0.914
109100,0.54,0.51,0.4293,0.9,0.83,0,0.81,0.039,25.373,0.924
109101,0.27,0.17,0.147,0.11,0.14,0,1.05,0.013,75.214,0.974
110100,0.55,0.67,0.4848,0.82,0.41,0,1.01,0.029,34.878,0.944
110120,0.37,0.44,0.2624,0.28,0.36,0,0.82,0.025,40.083,0.951
110150,0.12,0.07,0.0704,0.12,0.13,0.01,0.64,0.028,36,0.946
111100,0.59,0.81,0.468,0.6,0.36,0.11,0.9,0.027,37.545,0.948
111101,0.47,0.45,0.306,0.43,0.19,0.08,0.9,0.024,41.125,0.953
111195,0.46,0.41,0.1612,0.19,0.15,0.06,1.24,0.019,53.667,0.963
112100,0.38,0.77,0.192,0.39,0.36,0,1.2,0.024,41.167,0.953
112101,0.2,0.17,0.219,0,0.16,0,0.73,0.025,40.658,0.952
112102,0.23,0.34,0.1794,0.2,0.17,0,1.38,0.019,52.765,0.963
112103,0.11,0.25,0.1002,0.11,0.02,0,1.67,0.02,48.874,0.96
112104,0.1,0.14,0.0672,0.05,0.05,0,1.68,0.015,66.25,0.97
113100,0.67,0.68,0.5673,0.84,0.54,0.09,0.93,0.024,41.476,0.953
113130,0.17,0.13,0.1232,0.07,0.1,0,1.12,0.016,61.432,0.968
113180,0.25,0.18,0.2106,0.27,0.18,0,0.78,0.021,48.148,0.959
114101,0.93,0.84,0.8544,0.64,0.73,0.17,0.96,0.026,38.294,0.949
114103,0.39,0.32,0.2964,0.46,0.22,0.02,0.78,0.023,44.087,0.956
115100,0.5,0.58,0.3737,0.39,0.38,0.1,1.01,0.029,35,0.944
115107,0.11,0.13,0.117,0.11,0.13,0,0.78,0.03,33,0.941
116100,0.23,0.26,0.216,0.47,0.29,0.01,0.8,0.039,25.447,0.924
116105,0.56,0.51,0.47,0.59,0.41,0,1,0.02,49.356,0.96
116108,0.19,0.14,0.2028,0.2,0.22,0,0.78,0.03,33.682,0.942
117101,0.44,0.37,0.3354,0.33,0.36,0.02,0.86,0.021,47.667,0.959
117102,0.1,0.08,0.0621,0.08,0.11,0.13,0.69,0.186,5.385,0.687
118100,0.86,0.91,0.7303,0.63,0.58,0.71,1.09,0.118,8.479,0.789
118105,0.1,0.03,0.066,0.13,0.08,0.27,0.6,0.386,2.593,0.443
119100,0.43,0.48,0.3772,0.44,0.36,0,0.92,0.021,46.583,0.958
120101,0.01,0,0.4452,0.52,0.39,0.07,0.84,1,1,0
121109,0.66,0.89,0.6666,0.64,0.48,0.09,1.01,0.023,44.079,0.956
122100,0.41,0.54,0.36,0.43,0.34,0.04,0.9,0.021,47.029,0.958
123100,0.37,0.32,0.255,0.34,0.32,0,0.85,0.022,45.094,0.957
124105,0.58,0.61,0.4277,0.36,0.37,0,0.91,0.017,60.373,0.967
125100,0.29,0.19,0.1185,0.16,0.08,0,0.79,0.011,94.25,0.979
126100,0.34,0.33,0.2112,0.16,0.17,0,0.96,0.014,71.67,0.972
129100,0.12,0.06,0.0768,0.08,0.07,0.11,0.64,0.131,7.636,0.768
129106,0.12,0.08,0.0792,0.09,0.08,0.03,0.72,0.036,28,0.931
133150,0.17,0.09,0.0924,0.1,0.11,0.05,0.84,0.042,23.8,0.919
