hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.31,0.3,0.2548,0.26,0.16,0.05,0.98,0.033,30,0.935
102100,0.44,0.29,0.2945,0.28,0.25,0.04,0.95,0.034,29,0.933
103100,0.64,0.8,0.3828,0.44,0.23,0,1.16,0.015,66.207,0.97
103101,0.24,0.17,0.1488,0.16,0.06,0,0.93,0.022,45.242,0.957
104100,0.26,0.25,0.153,0.17,0.13,0,0.85,0.021,48.077,0.959
105100,0.34,0.34,0.1976,0.25,0.14,0,1.04,0.016,60.714,0.968
105101,0.36,0.34,0.2226,0.18,0.17,0,1.06,0.02,50,0.961
105102,0.26,0.2,0.1012,0.2,0.11,0,0.92,0.022,45.455,0.957
106100,0.49,0.42,0.276,0.26,0.16,0,1.15,0.017,60.261,0.967
106102,0.1,0.1,0.0378,0.13,0.03,0,1.26,0.027,36.923,0.947
106103,0.1,0.09,0.0539,0.09,0.03,0,0.77,0.021,48,0.959
107100,0.56,0.76,0.4,0.34,0.24,0,1.25,0.018,55.44,0.965
107101,0.18,0.22,0.108,0.21,0.11,0,0.9,0.024,40.909,0.952
107102,0.15,0.12,0.0664,0.09,0.06,0.02,0.83,0.033,30,0.935
108100,0.17,0.12,0.1302,0.16,0.13,0,0.93,0.043,23.077,0.917
108101,0.13,0.11,0.091,0.09,0.12,0,0.91,0.044,22.917,0.916
109100,0.58,0.65,0.4365,0.72,0.75,0,0.97,0.052,19.333,0.902
109101,0.27,0.17,0.0798,0.11,0.07,0,1.33,0.016,60.714,0.968
110100,0.57,0.76,0.4257,0.81,0.33,0,1.29,0.03,33.778,0.942
110120,0.5,0.38,0.2958,0.29,0.25,0,1.02,0.026,38,0.949
110150,0.13,0.09,0.0616,0.12,0.07,0.04,0.77,0.089,11.25,0.837
111100,0.64,0.67,0.3434,0.44,0.22,0.1,1.01,0.031,32,0.939
111101,0.55,0.49,0.3335,0.44,0.17,0.09,1.15,0.037,27.222,0.929
111195,0.48,0.35,0.2505,0.29,0.16,0.08,1.67,0.046,21.875,0.913
112100,0.43,0.99,0.2538,0.4,0.24,0,1.41,0.022,44.792,0.956
112101,0.22,0.22,0.2349,0.01,0.1,0,0.87,0.027,37.088,0.947
112102,0.26,0.32,0.1141,0.16,0.08,0,1.63,0.013,78,0.975
112103,0.12,0.29,0.0231,0.1,0,0,2.31,0.017,57.6,0.966
112104,0.1,0.13,0,0.05,0.03,0,1.97,0.012,83.333,0.976
113100,0.69,0.81,0.6104,0.75,0.4,0.14,1.09,0.041,24.643,0.922
113130,0.2,0.15,0.069,0.07,0.05,0.04,1.15,0.053,18.75,0.899
113180,0.28,0.24,0.2134,0.31,0.14,0,0.97,0.027,37.161,0.948
114101,1,1,0.7935,0.63,0.54,0,1.15,0.022,46.296,0.958
114103,0.4,0.37,0.2619,0.43,0.15,0.04,0.97,0.024,41.302,0.953
115100,0.58,0.53,0.4563,0.46,0.35,0.14,1.17,0.053,18.929,0.9
115107,0.13,0.17,0.08,0.13,0.08,0,1,0.025,40.625,0.952
116100,0.24,0.3,0.1932,0.35,0.2,0,0.92,0.033,30,0.935
116105,0.61,0.57,0.529,0.61,0.39,0,1.15,0.027,36.538,0.947
116108,0.2,0.17,0.162,0.21,0.14,0,0.9,0.033,30.357,0.936
117101,0.49,0.4,0.3038,0.37,0.27,0.06,0.98,0.03,33.333,0.942
117102,0.12,0.09,0.0632,0.11,0.07,0.05,0.79,0.111,9,0.8
118100,0.93,0.89,0.598,0.75,0.36,0.23,1.3,0.052,19.348,0.902
118105,0.11,0.05,0.042,0.11,0.03,0.14,0.7,0.56,1.786,0.282
119100,0.49,0.5,0.3286,0.46,0.24,0,1.06,0.02,51.042,0.962
120101,0.01,0.01,0.396,0.48,0.25,0.05,0.99,1,1,0
121109,0.7,0.88,0.506,0.49,0.34,0.1,1.15,0.029,35,0.944
122100,0.43,0.52,0.315,0.37,0.26,0.08,1.05,0.037,26.875,0.928
123100,0.4,0.39,0.2522,0.4,0.29,0,0.97,0.03,33.621,0.942
124105,0.67,0.69,0.424,0.43,0.29,0.1,1.06,0.03,33.5,0.942
125100,0.29,0.2,0.1023,0.19,0.05,0,0.93,0.02,50.526,0.961
126100,0.39,0.34,0.1521,0.16,0.09,0,1.17,0.011,88.521,0.978
129100,0.17,0.1,0.0664,0.08,0.04,0.14,0.83,0.28,3.571,0.562
129106,0.14,0.09,0.0528,0.09,0.04,0.05,0.88,0.111,9,0.8
133150,0.18,0.09,0.0672,0.11,0.08,0.03,0.84,0.067,15,0.875
