hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.31,0.3,0.2548,0.26,0.16,0.05,0.98,0.033,1.858,0.568
102100,0.44,0.29,0.2945,0.28,0.25,0.04,0.95,0.034,1.511,0.37
103100,0.64,0.8,0.3828,0.44,0.23,0,1.16,0.015,1.584,0.379
103101,0.24,0.17,0.1488,0.16,0.06,0,0.93,0.022,3.093,0.957
104100,0.26,0.25,0.153,0.17,0.13,0,0.85,0.021,2.939,0.945
105100,0.34,0.34,0.1976,0.25,0.14,0,1.04,0.016,2.382,0.907
105101,0.36,0.34,0.2226,0.18,0.17,0,1.06,0.02,2.258,0.775
105102,0.26,0.2,0.1012,0.2,0.11,0,0.92,0.022,2.8,0.957
106100,0.49,0.42,0.276,0.26,0.16,0,1.15,0.017,2.031,0.64
106102,0.1,0.1,0.0378,0.13,0.03,0,1.26,0.027,3.997,0.947
106103,0.1,0.09,0.0539,0.09,0.03,0,0.77,0.021,5.724,0.959
107100,0.56,0.76,0.4,0.34,0.24,0,1.25,0.036,1.542,0.347
107101,0.18,0.22,0.108,0.21,0.11,0,0.9,0.024,2.714,0.952
107102,0.15,0.12,0.0664,0.09,0.06,0.02,0.83,0.033,4.027,0.935
108100,0.17,0.12,0.1302,0.16,0.13,0,0.93,0.043,2.584,0.917
108101,0.13,0.11,0.091,0.09,0.12,0,0.91,0.044,2.734,0.916
109100,0.58,0.65,0.4365,0.72,0.75,0,0.97,1,1,0
109101,0.27,0.17,0.0798,0.11,0.07,0,1.33,0.016,4.935,0.968
110100,0.57,0.76,0.4257,0.81,0.33,0,1.29,1,1,0
110120,0.5,0.38,0.2958,0.29,0.25,0,1.02,0.026,1.691,0.464
110150,0.13,0.09,0.0616,0.12,0.07,0.04,0.77,0.089,2.458,0.752
111100,0.64,0.67,0.3434,0.44,0.22,0.1,1.01,0.291,1.571,0.334
111101,0.55,0.49,0.3335,0.44,0.17,0.09,1.15,0.26,1.446,0.31
111195,0.48,0.35,0.2505,0.29,0.16,0.08,1.67,0.09,1.635,0.389
112100,0.43,0.99,0.2538,0.4,0.24,0,1.41,0.022,1.729,0.476
112101,0.22,0.22,0.2349,0.01,0.1,0,0.87,0.027,2.045,0.759
112102,0.26,0.32,0.1141,0.16,0.08,0,1.63,0.013,3.782,0.975
112103,0.12,0.29,0.0231,0.1,0,0,2.31,0.017,5.448,0.966
112104,0.1,0.13,0,0.05,0.03,0,1.97,0.012,10.431,0.976
113100,0.69,0.81,0.6104,0.75,0.4,0.14,1.09,1,1,0
113130,0.2,0.15,0.069,0.07,0.05,0.04,1.15,0.053,3.023,0.823
113180,0.28,0.24,0.2134,0.31,0.14,0,0.97,0.027,1.875,0.653
114101,1,1,0.7935,0.63,0.54,0,1.15,1,1,0
114103,0.4,0.37,0.2619,0.43,0.15,0.04,0.97,0.024,1.448,0.336
115100,0.58,0.53,0.4563,0.46,0.35,0.14,1.17,0.991,1.004,0.003
115107,0.13,0.17,0.08,0.13,0.08,0,1,0.025,4.125,0.952
116100,0.24,0.3,0.1932,0.35,0.2,0,0.92,0.033,1.719,0.522
116105,0.61,0.57,0.529,0.61,0.39,0,1.15,0.833,1.05,0.038
116108,0.2,0.17,0.162,0.21,0.14,0,0.9,0.033,2.556,0.861
117101,0.49,0.4,0.3038,0.37,0.27,0.06,0.98,0.205,1.466,0.294
117102,0.12,0.09,0.0632,0.11,0.07,0.05,0.79,0.111,2.125,0.627
118100,0.93,0.89,0.598,0.75,0.36,0.23,1.3,1,1,0
118105,0.11,0.05,0.042,0.11,0.03,0.14,0.7,1,1,0
119100,0.49,0.5,0.3286,0.46,0.24,0,1.06,0.02,1.449,0.326
120101,0.01,0.01,0.396,0.48,0.25,0.05,0.99,1,1,0
121109,0.7,0.88,0.506,0.49,0.34,0.1,1.15,0.558,1.223,0.15
122100,0.43,0.52,0.315,0.37,0.26,0.08,1.05,0.354,1.379,0.24
123100,0.4,0.39,0.2522,0.4,0.29,0,0.97,0.157,1.578,0.41
124105,0.67,0.69,0.424,0.43,0.29,0.1,1.06,0.418,1.344,0.229
125100,0.29,0.2,0.1023,0.19,0.05,0,0.93,0.02,2.966,0.961
126100,0.39,0.34,0.1521,0.16,0.09,0,1.17,0.011,3.405,0.978
129100,0.17,0.1,0.0664,0.08,0.04,0.14,0.83,0.761,1.038,0.036
129106,0.14,0.09,0.0528,0.09,0.04,0.05,0.88,0.111,2.493,0.665
133150,0.18,0.09,0.0672,0.11,0.08,0.03,0.84,0.067,2.723,0.86
