hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.29,0.32,0.256,0.28,0.3,0.05,0.8,0.034,2.052,0.711
102100,0.45,0.3,0.3034,0.23,0.31,0,0.82,0.033,1.847,0.635
103100,0.53,0.65,0.3367,0.32,0.28,0,0.91,0.019,1.937,0.608
103101,0.16,0.13,0.0952,0.12,0.04,0,0.68,0.077,5.218,0.923
104100,0.26,0.23,0.1617,0.16,0.18,0,0.77,0.043,3.226,0.957
105100,0.29,0.37,0.2185,0.19,0.32,0,0.95,0.034,2.204,0.672
105101,0.3,0.4,0.26,0.19,0.31,0,1,0.033,2.027,0.705
105102,0.17,0.14,0.1065,0.18,0.21,0,0.71,0.071,2.824,0.929
106100,0.5,0.51,0.3876,0.28,0.32,0,1.02,0.02,1.656,0.454
106102,0.1,0.08,0.0749,0.16,0.05,0,1.07,0.125,3.958,0.875
106103,0.11,0.1,0.0884,0.16,0.07,0,0.68,0.1,4.052,0.9
107100,0.53,0.64,0.4641,0.36,0.34,0,1.19,0.019,1.406,0.291
107101,0.18,0.18,0.135,0.24,0.21,0,0.75,0.056,2.906,0.944
107102,0.15,0.11,0.09,0.08,0.12,0.02,0.75,0.091,4.502,0.909
108100,0.15,0.11,0.1738,0.14,0.21,0,0.79,0.091,2.667,0.909
108101,0.12,0.09,0.117,0.11,0.22,0,0.78,0.111,2.445,0.889
109100,0.56,0.51,0.4648,0.96,1,0,0.83,1,1,0
109101,0.28,0.16,0.1545,0.12,0.13,0,1.03,0.063,3.403,0.937
110100,0.56,0.7,0.4998,0.89,0.42,0,1.02,0.917,1.022,0.017
110120,0.37,0.44,0.264,0.3,0.32,0,0.8,0.027,2.065,0.71
110150,0.12,0.07,0.0693,0.12,0.11,0.01,0.63,0.143,4.691,0.857
111100,0.62,0.86,0.5016,0.63,0.35,0.1,0.88,0.215,1.275,0.204
111101,0.49,0.43,0.3128,0.48,0.24,0.07,0.92,0.023,1.669,0.475
111195,0.39,0.35,0.1703,0.21,0.16,0.08,1.31,0.029,3.26,0.899
112100,0.39,0.8,0.2142,0.43,0.37,0,1.19,0.026,1.959,0.59
112101,0.22,0.16,0.219,0,0.16,0,0.73,0.063,2.401,0.937
112102,0.25,0.33,0.1862,0.19,0.16,0,1.33,0.04,2.985,0.96
112103,0.11,0.29,0.1218,0.11,0.02,0,1.74,0.091,4.167,0.909
112104,0.1,0.13,0.0668,0.05,0.05,0,1.67,0.1,7.545,0.9
113100,0.68,0.7,0.5888,0.87,0.56,0.08,0.92,0.977,1.006,0.005
113130,0.2,0.16,0.11,0.08,0.12,0,1.1,0.063,4.565,0.938
113180,0.26,0.18,0.2262,0.27,0.23,0,0.78,0.056,2.301,0.944
114101,0.98,0.96,0.8075,0.69,0.75,0.19,0.95,1,1,0
114103,0.4,0.37,0.3075,0.49,0.24,0.02,0.75,0.027,1.625,0.469
115100,0.56,0.58,0.4182,0.44,0.48,0.1,1.02,0.103,1.467,0.327
115107,0.12,0.16,0.1248,0.12,0.14,0,0.78,0.083,3.859,0.917
116100,0.23,0.31,0.2212,0.46,0.33,0,0.79,0.043,1.591,0.439
116105,0.61,0.53,0.561,0.68,0.46,0,1.02,0.674,1.076,0.062
116108,0.19,0.15,0.195,0.21,0.25,0,0.78,0.067,2.415,0.853
117101,0.46,0.4,0.3306,0.36,0.45,0,0.87,0.025,1.623,0.455
117102,0.11,0.08,0.0828,0.09,0.15,0.23,0.69,0.649,1.26,0.163
118100,0.9,1.02,0.7521,0.83,0.62,0.75,1.09,1,1,0
118105,0.1,0.04,0.0671,0.14,0.09,0.3,0.61,1,1,0
119100,0.46,0.54,0.4085,0.44,0.39,0,0.95,0.022,1.513,0.383
120101,0.01,0.01,0.473,0.58,0.45,0.08,0.86,1,1,0
121109,0.66,0.92,0.6968,0.77,0.53,0.1,1.04,1,1,0
122100,0.42,0.59,0.3906,0.46,0.36,0.04,0.93,0.024,1.532,0.406
123100,0.39,0.35,0.2666,0.38,0.36,0,0.86,0.029,1.957,0.623
124105,0.62,0.67,0.4278,0.4,0.42,0.97,0.93,1,1,0
125100,0.29,0.21,0.1328,0.2,0.09,0,0.83,0.048,3.594,0.952
126100,0.36,0.33,0.198,0.17,0.16,0,0.99,0.03,2.958,0.97
129100,0.13,0.07,0.0748,0.08,0.09,0.08,0.68,0.143,3.077,0.737
129106,0.13,0.09,0.0888,0.11,0.1,0.04,0.74,0.111,4.518,0.889
133150,0.19,0.09,0.0924,0.11,0.13,0.03,0.84,0.111,3.855,0.889
