hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.25,0.21,0.3,0.19,0.2,0.06,0.73,0.706,1.288,0.147
102100,0.36,0.3,0.32,0.18,0.25,0.04,0.76,0.523,1.524,0.264
103100,0.39,0.3,0.36,0.21,0.29,0,0.83,0.604,1.339,0.183
103101,0.13,0.05,0.12,0.09,0.04,0,0.62,0.662,1.325,0.182
104100,0.22,0.21,0.21,0.11,0.15,0,0.74,0.534,1.738,0.303
105100,0.22,0.27,0.29,0.25,0.27,0,0.83,0.83,1.166,0.084
105101,0.25,0.27,0.28,0.15,0.34,0,0.91,0.77,1.279,0.126
105102,0.13,0.1,0.17,0.13,0.16,0,0.65,0.789,1.258,0.118
106100,0.44,0.42,0.54,0.24,0.31,0,0.92,0.819,1.161,0.085
106102,0.09,0.07,0.07,0.35,0.05,0,0.98,1,1,0
106103,0.09,0.09,0.16,0.1,0.07,0,0.64,1,1,0
107100,0.44,0.6,0.43,0.41,0.29,0,1.1,0.683,1.375,0.177
107101,0.14,0.14,0.2,0.26,0.18,0,0.72,0.993,1.007,0.004
107102,0.12,0.08,0.11,0.09,0.11,0,0.65,0.627,1.576,0.229
108100,0.14,0.1,0.22,0.11,0.22,0,0.77,1,1,0
108101,0.1,0.08,0.17,0.11,0.17,0,0.7,1,1,0
109100,0.48,0.61,0.6,0.79,0.89,0,0.75,1,1,0
109101,0.25,0.17,0.14,0.1,0.15,0,1.03,0.395,2.12,0.429
110100,0.46,0.72,0.49,0.74,0.42,0,0.97,0.947,1.037,0.022
110120,0.3,0.31,0.29,0.19,0.26,0,0.75,0.567,1.554,0.25
110150,0.08,0.07,0.11,0.08,0.1,0,0.59,0.818,1.222,0.1
111100,0.53,0.74,0.5,0.56,0.32,0.12,0.86,0.713,1.196,0.153
111101,0.24,0.31,0.11,0.04,0.07,0,0.74,0.248,3.738,0.603
111195,0.4,0.3,0.14,0.17,0.16,0.08,1.16,0.28,2.765,0.549
112100,0.35,0.81,0.33,0.45,0.31,0,1.14,0.709,1.349,0.159
112101,0.18,0.19,0.36,0.01,0.16,0,0.71,1,1,0
112102,0.21,0.39,0.15,0.19,0.18,0,1.21,0.525,1.891,0.311
112103,0.09,0.23,0.05,0.09,0.01,0,1.71,0.42,2.379,0.408
112104,0.09,0.15,0.03,0.03,0.03,0,1.76,0.216,4.62,0.644
113100,0.62,0.68,0.57,0.67,0.48,0.13,0.92,0.785,1.033,0.03
113130,0.15,0.12,0.12,0.06,0.13,0,1.03,0.51,1.872,0.324
113180,0.22,0.18,0.32,0.23,0.21,0,0.69,0.902,1.072,0.042
114101,0.76,0.75,1,0.6,0.69,0.18,0.9,1,1,0
114103,0.32,0.32,0.4,0.38,0.21,0.02,0.7,0.875,1.107,0.058
115100,0.39,0.46,0.36,0.31,0.34,0.06,0.95,0.608,1.498,0.224
115107,0.1,0.09,0.15,0.07,0.13,0,0.69,0.851,1.176,0.081
116100,0.2,0.17,0.27,0.39,0.26,0.42,0.76,1,1,0
116105,0.4,0.42,0.39,0.49,0.3,0,0.93,0.737,1.22,0.123
116108,0.16,0.11,0.28,0.17,0.24,0.08,0.71,1,1,0
117101,0.37,0.33,0.43,0.32,0.37,0,0.78,0.812,1.147,0.083
117102,0.08,0.05,0.09,0.07,0.1,0,0.66,0.87,1.15,0.07
118100,0.74,0.76,0.74,0.72,0.52,0.12,0.93,1,1,0
118105,0.09,0.03,0.12,0.1,0.09,0.27,0.56,1,1,0
119100,0.39,0.48,0.47,0.36,0.35,0,0.86,0.811,1.177,0.091
120101,0.42,0.47,0.53,0.43,0.34,0,0.74,0.895,1.096,0.05
121109,0.59,0.7,0.75,0.68,0.42,0.09,0.9,0.984,1.014,0.008
122100,0.38,0.39,0.42,0.4,0.38,0.03,0.84,0.78,1.214,0.108
123100,0.34,0.29,0.33,0.28,0.32,0,0.79,0.646,1.302,0.163
124105,0.42,0.43,0.41,0.27,0.26,0,0.83,0.63,1.445,0.202
125100,0.24,0.17,0.14,0.19,0.09,0,0.82,0.406,1.974,0.403
126100,0.29,0.23,0.22,0.13,0.15,0,0.79,0.429,1.886,0.386
129100,0.11,0.06,0.12,0.07,0.08,0,0.62,0.689,1.451,0.184
129106,0.12,0.06,0.11,0.07,0.08,0,0.67,0.599,1.636,0.251
133150,0.14,0.07,0.11,0.08,0.1,0.07,0.75,0.571,1.65,0.273
