hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.28,0.27,0.32,0.24,0.26,0.05,0.79,0.036,1.939,0.68
102100,0.42,0.31,0.34,0.21,0.41,0.01,0.78,0.081,1.583,0.365
103100,0.44,0.47,0.35,0.26,0.34,0,0.86,0.023,1.823,0.554
103101,0.14,0.12,0.13,0.1,0.04,0,0.66,0.071,4.468,0.929
104100,0.25,0.24,0.2,0.14,0.16,0,0.75,0.04,3.068,0.96
105100,0.27,0.32,0.25,0.23,0.33,0,0.91,0.037,1.836,0.498
105101,0.28,0.29,0.25,0.18,0.3,0,0.98,0.036,2.047,0.59
105102,0.15,0.13,0.15,0.16,0.19,0,0.7,0.067,2.643,0.933
106100,0.48,0.47,0.51,0.29,0.3,0,1,0.021,1.4,0.292
106102,0.1,0.07,0.07,0.13,0.05,0,1.02,0.1,4.401,0.9
106103,0.1,0.09,0.13,0.14,0.07,0,0.68,0.1,4.118,0.9
107100,0.51,0.66,0.38,0.38,0.32,0,1.19,0.02,1.762,0.55
107101,0.17,0.18,0.17,0.22,0.18,0,0.74,0.059,2.885,0.941
107102,0.14,0.1,0.11,0.07,0.11,0.04,0.74,0.071,3.646,0.908
108100,0.15,0.11,0.2,0.12,0.2,0,0.79,0.067,2.425,0.933
108101,0.12,0.1,0.16,0.1,0.21,0,0.76,0.083,2.268,0.876
109100,0.54,0.51,0.53,0.9,0.83,0,0.81,1,1,0
109101,0.27,0.17,0.14,0.11,0.14,0,1.05,0.037,3.809,0.963
110100,0.55,0.67,0.48,0.82,0.41,0,1.01,0.779,1.098,0.072
110120,0.37,0.44,0.32,0.28,0.36,0,0.82,0.027,1.782,0.493
110150,0.12,0.07,0.11,0.12,0.13,0.01,0.64,0.083,3.465,0.917
111100,0.59,0.81,0.52,0.6,0.36,0.11,0.9,0.304,1.231,0.177
111101,0.47,0.45,0.34,0.43,0.19,0.08,0.9,0.031,1.703,0.478
111195,0.46,0.41,0.13,0.19,0.15,0.06,1.24,0.022,3.563,0.933
112100,0.38,0.77,0.16,0.39,0.36,0,1.2,0.026,1.937,0.499
112101,0.2,0.17,0.3,0,0.16,0,0.73,0.05,2.01,0.805
112102,0.23,0.34,0.13,0.2,0.17,0,1.38,0.043,3.368,0.957
112103,0.11,0.25,0.06,0.11,0.02,0,1.67,0.091,5.379,0.909
112104,0.1,0.14,0.04,0.05,0.05,0,1.68,0.1,9.294,0.9
113100,0.67,0.68,0.61,0.84,0.54,0.09,0.93,1,1,0
113130,0.17,0.13,0.11,0.07,0.1,0,1.12,0.059,4.912,0.941
113180,0.25,0.18,0.27,0.27,0.18,0,0.78,0.04,2.154,0.94
114101,0.93,0.84,0.89,0.64,0.73,0.17,0.96,1,1,0
114103,0.39,0.32,0.38,0.46,0.22,0.02,0.78,0.026,1.512,0.413
115100,0.5,0.58,0.37,0.39,0.38,0.1,1.01,0.082,1.673,0.43
115107,0.11,0.13,0.15,0.11,0.13,0,0.78,0.091,3.578,0.909
116100,0.23,0.26,0.27,0.47,0.29,0.01,0.8,0.043,1.442,0.327
116105,0.56,0.51,0.47,0.59,0.41,0,1,0.192,1.315,0.242
116108,0.19,0.14,0.26,0.2,0.22,0,0.78,0.053,2.164,0.846
117101,0.44,0.37,0.39,0.33,0.36,0.02,0.86,0.023,1.642,0.455
117102,0.1,0.08,0.09,0.08,0.11,0.13,0.69,0.37,1.735,0.397
118100,0.86,0.91,0.67,0.63,0.58,0.71,1.09,1,1,0
118105,0.1,0.03,0.11,0.13,0.08,0.27,0.6,1,1,0
119100,0.43,0.48,0.41,0.44,0.36,0,0.92,0.023,1.532,0.412
120101,0.01,0,0.53,0.52,0.39,0.07,0.84,1,1,0
121109,0.66,0.89,0.66,0.64,0.48,0.09,1.01,0.681,1.093,0.072
122100,0.41,0.54,0.4,0.43,0.34,0.04,0.9,0.024,1.555,0.432
123100,0.37,0.32,0.3,0.34,0.32,0,0.85,0.027,1.924,0.581
124105,0.58,0.61,0.47,0.36,0.37,0,0.91,0.017,1.602,0.401
125100,0.29,0.19,0.15,0.16,0.08,0,0.79,0.034,3.793,0.966
126100,0.34,0.33,0.22,0.16,0.17,0,0.96,0.029,2.996,0.971
129100,0.12,0.06,0.12,0.08,0.07,0.11,0.64,0.233,2.114,0.543
129106,0.12,0.08,0.11,0.09,0.08,0.03,0.72,0.083,4.647,0.917
133150,0.17,0.09,0.11,0.1,0.11,0.05,0.84,0.059,3.248,0.878
