hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.29,0.32,0.32,0.28,0.3,0.05,0.8,0.023,43.5,0.955
102100,0.45,0.3,0.37,0.23,0.31,0,0.82,0.023,43.548,0.955
103100,0.53,0.65,0.37,0.32,0.28,0,0.91,0.013,78.784,0.975
103101,0.16,0.13,0.14,0.12,0.04,0,0.68,0.02,51.071,0.962
104100,0.26,0.23,0.21,0.16,0.18,0,0.77,0.017,57.5,0.966
105100,0.29,0.37,0.23,0.19,0.32,0,0.95,0.025,40.781,0.952
105101,0.3,0.4,0.26,0.19,0.31,0,1,0.023,43.548,0.955
105102,0.17,0.14,0.15,0.18,0.21,0,0.71,0.033,30,0.935
106100,0.5,0.51,0.38,0.28,0.32,0,1.02,0.014,70.312,0.972
106102,0.1,0.08,0.07,0.16,0.05,0,1.07,0.034,29,0.933
106103,0.11,0.1,0.13,0.16,0.07,0,0.68,0.028,36.25,0.946
107100,0.53,0.64,0.39,0.36,0.34,0,1.19,0.014,70.147,0.972
107101,0.18,0.18,0.18,0.24,0.21,0,0.75,0.026,38.571,0.949
107102,0.15,0.11,0.12,0.08,0.12,0.02,0.75,0.024,41.25,0.953
108100,0.15,0.11,0.22,0.14,0.21,0,0.79,0.042,23.571,0.919
108101,0.12,0.09,0.15,0.11,0.22,0,0.78,0.054,18.409,0.897
109100,0.56,0.51,0.56,0.96,1,0,0.83,0.044,22.95,0.916
109101,0.28,0.16,0.15,0.12,0.13,0,1.03,0.018,55.385,0.965
110100,0.56,0.7,0.49,0.89,0.42,0,1.02,0.027,36.494,0.947
110120,0.37,0.44,0.33,0.3,0.32,0,0.8,0.019,52.031,0.962
110150,0.12,0.07,0.11,0.12,0.11,0.01,0.63,0.035,28.636,0.933
111100,0.62,0.86,0.57,0.63,0.35,0.1,0.88,0.02,49.6,0.96
111101,0.49,0.43,0.34,0.48,0.24,0.07,0.92,0.02,49.143,0.96
111195,0.39,0.35,0.13,0.21,0.16,0.08,1.31,0.029,35,0.944
112100,0.39,0.8,0.18,0.43,0.37,0,1.19,0.021,47.432,0.959
112101,0.22,0.16,0.3,0,0.16,0,0.73,0.034,29.333,0.934
112102,0.25,0.33,0.14,0.19,0.16,0,1.33,0.014,70.312,0.972
112103,0.11,0.29,0.07,0.11,0.02,0,1.74,0.017,58,0.966
112104,0.1,0.13,0.04,0.05,0.05,0,1.67,0.011,90,0.978
113100,0.68,0.7,0.64,0.87,0.56,0.08,0.92,0.022,45.333,0.957
113130,0.2,0.16,0.1,0.08,0.12,0,1.1,0.017,60,0.967
113180,0.26,0.18,0.29,0.27,0.23,0,0.78,0.029,34.138,0.943
114101,0.98,0.96,0.85,0.69,0.75,0.19,0.95,0.025,40.421,0.952
114103,0.4,0.37,0.41,0.49,0.24,0.02,0.75,0.023,43.796,0.955
115100,0.56,0.58,0.41,0.44,0.48,0.1,1.02,0.022,44.8,0.956
115107,0.12,0.16,0.16,0.12,0.14,0,0.78,0.026,38.571,0.949
116100,0.23,0.31,0.28,0.46,0.33,0,0.79,0.034,29,0.933
116105,0.61,0.53,0.55,0.68,0.46,0,1.02,0.022,45.206,0.957
116108,0.19,0.15,0.25,0.21,0.25,0,0.78,0.037,27,0.929
117101,0.46,0.4,0.38,0.36,0.45,0,0.87,0.025,40,0.951
117102,0.11,0.08,0.12,0.09,0.15,0.23,0.69,0.359,2.783,0.471
118100,0.9,1.02,0.69,0.83,0.62,0.75,1.09,0.104,9.6,0.811
118105,0.1,0.04,0.11,0.14,0.09,0.3,0.61,0.937,1.067,0.032
119100,0.46,0.54,0.43,0.44,0.39,0,0.95,0.019,53.077,0.963
120101,0.01,0.01,0.55,0.58,0.45,0.08,0.86,1,1,0
121109,0.66,0.92,0.67,0.77,0.53,0.1,1.04,0.02,49.714,0.961
122100,0.42,0.59,0.42,0.46,0.36,0.04,0.93,0.019,52.5,0.963
123100,0.39,0.35,0.31,0.38,0.36,0,0.86,0.023,43.75,0.955
124105,0.62,0.67,0.46,0.4,0.42,0.97,0.93,0.196,5.113,0.673
125100,0.29,0.21,0.16,0.2,0.09,0,0.83,0.016,60.9,0.968
126100,0.36,0.33,0.2,0.17,0.16,0,0.99,0.011,90.75,0.978
129100,0.13,0.07,0.11,0.08,0.09,0.08,0.68,0.143,7,0.75
129106,0.13,0.09,0.12,0.11,0.1,0.04,0.74,0.056,18,0.895
133150,0.19,0.09,0.11,0.11,0.13,0.03,0.84,0.042,24,0.92
