hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input_grd,te_output_grd,te_directional_grd
109100,0.54,0.51,0.56,0.91,0.84,0,0.81,0.81,0.81,0
109101,0.27,0.18,0.19,0.12,0.17,0,1.05,0.563,1.959,0.317
109102,0.12,0.08,0.05,0.01,0,0,NA,NA,NA,NA
109103,0.12,0.13,0.06,0.07,0.06,0,NA,NA,NA,NA
110100,0.54,0.67,0.5,0.84,0.43,0,1.01,0.932,1.094,0.04
110110,0.06,0.12,0.07,0.05,0.16,0,1.19,1.19,1.19,0
110120,0.37,0.44,0.36,0.29,0.38,0,0.82,0.499,1.349,0.2
110150,0.13,0.08,0.15,0.13,0.15,0.01,0.64,0.64,0.64,0
111100,0.58,0.8,0.54,0.61,0.37,0.11,0.9,0.9,0.9,0
111101,0.47,0.45,0.38,0.43,0.21,0.08,0.9,0.895,0.905,0.003
111195,0.46,0.41,0.18,0.2,0.17,0.06,1.24,0.885,1.736,0.207
112100,0.37,0.77,0.21,0.4,0.37,0,1.2,0.77,1.868,0.262
112101,0.21,0.17,0.34,0.02,0.19,0,0.73,0.569,0.936,0.091
112102,0.24,0.34,0.18,0.21,0.19,0,1.38,0.753,2.53,0.406
112103,0.11,0.26,0.11,0.11,0.04,0,1.67,1.07,2.604,0.364
112104,0.11,0.14,0.08,0.06,0.08,0,1.68,0.711,3.975,0.682
112105,0.01,0.01,0.08,0,0,0,NA,NA,NA,NA
112106,0.02,0,0.02,0,0,0,NA,NA,NA,NA
113100,0.66,0.67,0.63,0.86,0.55,0.09,0.93,0.93,0.93,0
113130,0.18,0.14,0.15,0.08,0.13,0,1.12,0.638,1.964,0.307
113180,0.25,0.18,0.31,0.27,0.21,0,0.78,0.704,0.864,0.04
114101,0.91,0.83,0.9,0.67,0.73,0.17,0.96,0.96,0.96,0
114103,0.39,0.32,0.41,0.47,0.25,0.02,0.78,0.715,0.851,0.034
114105,0.42,0.53,0.34,0.18,0.26,0.05,0.86,0.597,1.238,0.155
