hospital_id,hospital_name,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_directional_crs,te_directional_vrs,te_directional_nirs,te_input_region_crs,te_input_region_vrs,te_input_region_nirs,te_output_region_crs,te_output_region_vrs,te_output_region_nirs,te_directional_region_crs,te_directional_region_vrs,te_directional_region_nirs,te_input_grd_crs,te_input_grd_vrs,te_input_grd_nirs,te_output_grd_crs,te_output_grd_vrs,te_output_grd_nirs,te_directional_grd_crs,te_directional_grd_vrs,te_directional_grd_nirs
101100,Hospital Doctor Juan Noé,0.04,0.047,0.047,25.0,1.899,1.899,0.923,0.721,0.721,0.952,1.0,1.0,1.05,1.0,1.0,0.024,0.0,0.0,0.04,0.047,0.047,25.0,2.067,2.067,0.923,0.753,0.753
102100,Hospital de Iquique,0.444,1.0,1.0,2.25,1.0,1.0,0.385,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.444,1.0,1.0,2.25,1.0,1.0,0.385,0.0,0.0
103100,Hospital de Antofagasta,0.013,0.018,0.013,76.488,1.736,1.736,0.974,0.545,0.545,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.014,0.018,0.014,74.02,1.773,1.773,0.973,0.535,0.535
103101,Hospital de Calama,0.016,0.053,0.016,62.588,3.545,3.545,0.969,0.947,0.969,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.013,0.053,0.013,77.267,4.416,4.416,0.974,0.947,0.974
104100,Hospital de Copiapó,0.018,0.038,0.018,56.952,2.765,2.765,0.965,0.962,0.965,0.985,1.0,1.0,1.015,1.0,1.0,0.008,0.0,0.0,0.018,0.038,0.018,56.952,3.034,3.034,0.965,0.962,0.965
105100,Hospital de La Serena,0.025,0.034,0.025,39.235,2.118,2.118,0.95,0.624,0.624,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.025,0.034,0.025,39.235,2.068,2.068,0.95,0.624,0.624
105101,Hospital de Coquimbo,0.021,0.032,0.021,47.533,2.254,2.254,0.959,0.746,0.746,0.613,1.0,1.0,1.631,1.0,1.0,0.24,0.0,0.0,0.021,0.032,0.021,47.533,2.109,2.109,0.959,0.746,0.746
105102,Hospital de Ovalle,0.024,0.05,0.024,41.818,2.81,2.81,0.953,0.95,0.953,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.024,0.05,0.024,41.818,2.81,2.81,0.953,0.95,0.953
106100,Hospital Carlos Van Buren,0.014,0.021,0.014,70.737,1.81,1.81,0.972,0.606,0.606,0.954,1.0,0.954,1.049,1.0,1.049,0.024,0.0,0.024,0.016,0.021,0.016,63.033,1.673,1.673,0.969,0.495,0.495
106102,Hospital Dr. Eduardo Pereira Ramírez,0.03,0.1,0.03,33.889,3.676,3.676,0.943,0.9,0.943,0.643,1.0,1.0,1.554,1.0,1.0,0.217,0.0,0.0,0.03,0.1,0.03,33.889,3.676,3.676,0.943,0.9,0.943
106103,Hospital Claudio Vicuña,0.019,0.091,0.019,51.333,4.868,4.868,0.962,0.909,0.962,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.019,0.091,0.019,51.615,5.186,5.186,0.962,0.909,0.962
107100,Hospital Dr. Gustavo Fricke,0.014,0.019,0.014,69.657,1.748,1.748,0.972,0.559,0.559,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.018,0.019,0.018,56.118,1.414,1.414,0.965,0.304,0.304
107101,Hospital de Quillota,0.027,0.059,0.027,37.238,2.898,2.898,0.948,0.941,0.948,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.027,0.059,0.027,37.238,2.898,2.898,0.948,0.941,0.948
107102,Hospital de Quilpué,0.027,0.067,0.027,37.5,4.62,4.62,0.948,0.933,0.948,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.027,0.067,0.027,37.5,4.62,4.62,0.948,0.933,0.948
108100,Hospital San Camilo de San Felipe,0.033,0.067,0.033,30.0,2.541,2.541,0.935,0.933,0.935,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.033,0.067,0.033,30.0,2.541,2.541,0.935,0.933,0.935
108101,Hospital San Juan de Dios (Los Andes),0.038,0.083,0.038,26.286,2.677,2.677,0.927,0.917,0.927,0.546,0.566,0.546,1.831,1.819,1.819,0.294,0.293,0.293,0.038,0.083,0.038,26.286,2.677,2.677,0.927,0.917,0.927
109100,Hospital San José,0.037,1.0,1.0,26.755,1.0,1.0,0.928,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.037,1.0,1.0,26.755,1.0,1.0,0.928,0.0,0.0
109101,Hospital Roberto del Río,0.011,0.037,0.011,94.5,3.842,3.842,0.979,0.963,0.979,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.013,0.037,0.013,76.622,3.171,3.171,0.974,0.963,0.974
110100,Hospital San Juan de Dios (Santiago),0.03,1.0,1.0,33.55,1.0,1.0,0.942,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03,1.0,1.0,33.55,1.0,1.0,0.942,0.0,0.0
110120,Hospital Félix Bulnes Cerda,0.105,0.197,0.197,9.5,1.791,1.791,0.81,0.545,0.545,0.851,0.865,0.865,1.175,1.128,1.128,0.08,0.066,0.066,0.105,0.197,0.197,9.5,1.876,1.876,0.81,0.549,0.549
110150,Hospital de Melipilla,0.018,0.083,0.018,55.2,5.146,5.146,0.964,0.917,0.964,0.809,0.829,0.809,1.235,1.231,1.235,0.105,0.098,0.105,0.018,0.083,0.018,55.2,5.352,5.352,0.964,0.917,0.964
111100,Hospital Clínico San Borja Arriarán,0.03,0.079,0.079,33.889,1.267,1.267,0.943,0.211,0.211,0.708,0.708,0.708,1.413,1.413,1.413,0.171,0.171,0.171,0.03,0.079,0.079,33.889,1.358,1.358,0.943,0.264,0.264
111101,Hospital El Carmen de Maipú,0.03,0.04,0.04,32.857,1.656,1.656,0.941,0.439,0.439,0.759,0.829,0.759,1.317,1.251,1.317,0.137,0.102,0.137,0.03,0.04,0.04,32.857,1.646,1.646,0.941,0.439,0.439
111195,Hospital de Urgencia Asistencia Pública,0.047,0.069,0.069,21.111,3.209,3.209,0.91,0.844,0.844,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.047,0.069,0.069,21.111,3.16,3.16,0.91,0.843,0.843
112100,Hospital Del Salvador de Santiago,0.023,0.026,0.023,42.714,1.677,1.677,0.954,0.45,0.45,0.573,0.664,0.573,1.744,1.657,1.744,0.271,0.226,0.271,0.023,0.026,0.023,42.714,1.677,1.677,0.954,0.45,0.45
112101,Hospital Santiago Oriente Luis Tisne,0.026,0.048,0.026,37.935,1.964,1.964,0.949,0.831,0.831,0.645,1.0,0.645,1.549,1.0,1.549,0.215,0.0,0.215,0.022,0.048,0.022,45.523,2.394,2.394,0.957,0.952,0.957
112102,Hospital Luis Calvo Mackena,0.014,0.042,0.014,73.2,3.831,3.831,0.973,0.958,0.973,0.378,1.0,0.378,2.648,1.0,2.648,0.452,0.0,0.452,0.016,0.042,0.016,60.845,2.911,2.911,0.968,0.958,0.968
112103,Hospital del Tórax,0.016,0.091,0.016,61.0,6.202,6.202,0.968,0.909,0.968,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.022,0.091,0.022,44.494,4.306,4.306,0.956,0.909,0.956
112104,Instituto de Neurocirugía,0.011,0.1,0.011,92.0,10.871,10.871,0.978,0.9,0.978,0.514,0.631,0.514,1.947,1.923,1.923,0.321,0.293,0.321,0.013,0.1,0.013,75.0,7.935,7.935,0.974,0.9,0.974
113100,Hospital Barros Luco Trudeau,0.031,1.0,1.0,32.5,1.0,1.0,0.94,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.031,1.0,1.0,32.5,1.0,1.0,0.94,0.0,0.0
113130,Hospital Exequiel González Cortés,0.019,0.048,0.019,52.5,5.437,5.437,0.963,0.952,0.963,0.767,1.0,1.0,1.304,1.0,1.0,0.132,0.0,0.0,0.019,0.048,0.019,52.5,4.942,4.942,0.963,0.952,0.963
