hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
101100,0.28,0.26,0.2418,0.22,0.21,0.05,0.78,0.776,1.235,0.116
102100,0.39,0.28,0.2618,0.2,0.25,0.04,0.77,0.663,1.301,0.159
103100,0.42,0.4,0.323,0.27,0.35,0,0.85,0.748,1.285,0.134
103101,0.14,0.11,0.0832,0.1,0.04,0,0.64,0.683,1.842,0.242
104100,0.24,0.24,0.1444,0.12,0.14,0,0.76,0.542,1.834,0.318
105100,0.25,0.26,0.2225,0.28,0.27,0,0.89,0.861,1.144,0.071
105101,0.27,0.26,0.2304,0.16,0.28,0,0.96,0.802,1.202,0.101
105102,0.14,0.1,0.1005,0.15,0.15,0,0.67,0.814,1.233,0.103
106100,0.48,0.44,0.5151,0.29,0.33,0,1.01,1,1,0
106102,0.09,0.07,0.0714,0.27,0.04,0,1.02,1,1,0
106103,0.1,0.1,0.0938,0.13,0.07,0,0.67,0.999,1.003,0.001
107100,0.48,0.68,0.468,0.48,0.33,0,1.2,0.926,1.075,0.037
107101,0.17,0.17,0.1349,0.2,0.17,0,0.71,0.797,1.25,0.112
107102,0.13,0.09,0.0803,0.08,0.09,0.04,0.73,0.735,1.702,0.199
108100,0.14,0.11,0.1501,0.11,0.19,0,0.79,0.98,1.019,0.01
108101,0.11,0.1,0.1168,0.1,0.18,0,0.73,1,1,0
109100,0.53,0.5,0.4187,0.81,0.89,0,0.79,1,1,0
109101,0.27,0.19,0.1308,0.12,0.12,0,1.09,0.466,2.042,0.408
110100,0.53,0.68,0.5,0.8,0.4,0,1,1,1,0
110120,0.34,0.42,0.246,0.23,0.3,0,0.82,0.687,1.365,0.168
110150,0.12,0.08,0.064,0.12,0.1,0.02,0.64,0.77,1.491,0.177
111100,0.57,0.8,0.4277,0.57,0.31,0.13,0.91,0.798,1.125,0.079
111101,0.44,0.4,0.2604,0.36,0.19,0.05,0.84,0.612,1.487,0.216
111195,0.43,0.34,0.1464,0.18,0.22,0.07,1.22,0.356,2.217,0.459
112100,0.37,0.73,0.1872,0.38,0.31,0,1.17,0.598,1.612,0.251
112101,0.2,0.19,0.2232,0.01,0.15,0,0.72,0.952,1.044,0.023
112102,0.23,0.33,0.1905,0.19,0.14,0,1.27,0.72,1.347,0.156
112103,0.11,0.26,0.0978,0.11,0,0,1.63,0.924,1.167,0.055
112104,0.1,0.14,0.0531,0.05,0.04,0,1.77,0.9,1.772,0.1
113100,0.65,0.68,0.4959,0.77,0.46,0.12,0.87,1,1,0
113130,0.17,0.13,0.112,0.08,0.1,0,1.12,0.657,1.778,0.243
113180,0.24,0.19,0.2128,0.25,0.19,0,0.76,0.819,1.168,0.087
114101,0.86,0.83,0.8281,0.64,0.65,0.15,0.91,1,1,0
114103,0.36,0.34,0.2736,0.41,0.2,0.02,0.76,0.802,1.202,0.101
115100,0.45,0.62,0.32,0.34,0.31,0.08,1,0.699,1.368,0.165
115107,0.11,0.13,0.1064,0.1,0.12,0,0.76,0.958,1.09,0.029
116100,0.23,0.26,0.2002,0.43,0.28,0,0.77,1,1,0
116105,0.51,0.48,0.4116,0.56,0.34,0,0.98,0.889,1.104,0.053
116108,0.18,0.12,0.2128,0.18,0.2,0.01,0.76,1,1,0
117101,0.44,0.37,0.3198,0.31,0.37,0,0.82,0.721,1.258,0.134
117102,0.1,0.07,0.0759,0.07,0.12,0,0.69,0.967,1.125,0.026
118100,0.84,0.85,0.7062,0.8,0.51,0.12,1.07,1,1,0
118105,0.09,0.03,0.059,0.12,0.09,0.31,0.59,1,1,0
119100,0.42,0.46,0.369,0.41,0.32,0,0.9,0.842,1.16,0.081
120101,0.48,0.54,0.3822,0.48,0.32,0.07,0.78,0.803,1.206,0.101
121109,0.65,0.83,0.6693,0.7,0.46,0.09,0.97,1,1,0
122100,0.41,0.49,0.36,0.43,0.29,0.04,0.9,0.853,1.159,0.077
123100,0.37,0.32,0.252,0.31,0.3,0,0.84,0.662,1.381,0.183
124105,0.55,0.55,0.423,0.35,0.34,0,0.9,0.729,1.317,0.148
125100,0.3,0.2,0.1248,0.21,0.09,0,0.78,0.417,1.756,0.337
126100,0.32,0.29,0.1932,0.15,0.14,0,0.92,0.518,1.814,0.311
129100,0.12,0.07,0.0704,0.08,0.09,0.11,0.64,0.774,1.577,0.177
129106,0.13,0.09,0.077,0.09,0.07,0.04,0.7,0.723,1.757,0.213
133150,0.16,0.09,0.0913,0.09,0.09,0.04,0.83,0.656,1.769,0.249
