hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
109100,0.57,0.65,0.48,0,0,0,0.97,0.618,1.619,0.236
109101,0.27,0.18,0.11,0,0,0,1.33,0.367,2.727,0.463
109102,0.11,0.08,0.04,0,0,0,NA,0.316,3.167,0.52
109103,0.13,0.14,0.05,0,0,0,1.16,0.282,3.545,0.56
110100,0.57,0.76,0.37,0,0,0,1.29,0.476,2.101,0.355
110110,0.06,0.11,0.07,0,0,0,1.25,0.856,1.169,0.078
110120,0.5,0.38,0.33,0,0,0,1.02,0.562,1.778,0.28
110150,0.13,0.09,0.13,0,0,0.04,0.77,1,1,0
111100,0.62,0.67,0.37,0,0,0.1,1.01,0.577,1.732,0.268
111101,0.54,0.49,0.32,0,0,0.09,1.15,0.579,1.727,0.267
111195,0.47,0.35,0.19,0,0,0.08,1.67,0.553,1.808,0.288
112100,0.42,0.98,0.22,0,0,0,1.41,0.384,2.603,0.445
112101,0.22,0.23,0.3,0,0,0,0.87,1,1,0
112102,0.26,0.32,0.11,0,0,0,1.63,0.31,3.223,0.526
112103,0.12,0.29,0.06,0,0,0,2.31,0.367,2.727,0.463
112104,0.1,0.13,0.05,0,0,0,1.97,0.367,2.727,0.463
112105,0.02,0.01,0.02,0,0,0,NA,1,1,0
112106,0.02,0.01,0.02,0,0,0,NA,1,1,0
113100,0.68,0.8,0.58,0,0,0.14,1.09,0.804,1.244,0.109
113130,0.21,0.15,0.1,0,0,0.04,1.15,0.619,1.615,0.235
113180,0.28,0.25,0.26,0,0,0,0.97,0.736,1.359,0.152
114101,0.98,0.99,0.7,0,0,0,1.15,0.533,1.876,0.305
114103,0.39,0.37,0.31,0,0,0.04,0.97,0.672,1.489,0.196
114105,0.48,0.68,0.29,0,0,0.04,1.13,0.515,1.941,0.32
