hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
109100,0.56,0.51,0.58,0.96,1,0,0.83,1,1,0
109101,0.28,0.16,0.2,0.12,0.15,0,1.03,0.566,1.766,0.277
109102,0.12,0.07,0.06,0.02,0,0,NA,0.237,4.213,0.616
109103,0.12,0.12,0.06,0.07,0.06,0,NA,0.359,2.788,0.472
110100,0.55,0.7,0.51,0.89,0.44,0,1.02,0.944,1.059,0.029
110110,0.06,0.12,0.08,0.05,0.16,0,1.24,1,1,0
110120,0.37,0.44,0.37,0.31,0.34,0,0.8,0.561,1.783,0.281
110150,0.13,0.08,0.15,0.13,0.13,0.01,0.63,1,1,0
111100,0.61,0.85,0.59,0.63,0.37,0.1,0.88,1,1,0
111101,0.48,0.43,0.37,0.48,0.26,0.07,0.92,1,1,0
111195,0.39,0.36,0.17,0.22,0.19,0.08,1.31,1,1,0
112100,0.39,0.79,0.23,0.44,0.39,0,1.19,0.658,1.519,0.206
112101,0.22,0.16,0.34,0.01,0.19,0,0.73,0.785,1.274,0.12
112102,0.25,0.33,0.19,0.2,0.19,0,1.33,0.501,1.995,0.332
112103,0.11,0.29,0.12,0.12,0.05,0,1.74,0.69,1.449,0.183
112104,0.11,0.14,0.09,0.06,0.08,0,1.67,0.416,2.407,0.413
112105,0.01,0.01,0.08,0,0,0,NA,1,1,0
112106,0.02,0.01,0.02,0,0,0,NA,0.25,4,0.6
113100,0.66,0.69,0.66,0.87,0.57,0.08,0.92,1,1,0
113130,0.2,0.16,0.15,0.09,0.15,0,1.1,0.527,1.896,0.309
113180,0.26,0.19,0.33,0.28,0.25,0,0.78,0.889,1.125,0.059
114101,0.96,0.94,0.86,0.69,0.75,0.19,0.95,1,1,0
114103,0.39,0.37,0.44,0.49,0.26,0.02,0.75,0.881,1.135,0.063
114105,0.44,0.57,0.35,0.2,0.29,0.04,0.86,0.609,1.641,0.243
