hospital_id,X21_value_normalized,X22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,grd,te_input,te_output,te_directional
109100,0.54,0.51,0.56,0.91,0.84,0,0.81,1,1,0
109101,0.27,0.18,0.19,0.12,0.17,0,1.05,0.536,1.866,0.302
109102,0.12,0.08,0.05,0.01,0,0,NA,0.131,7.64,0.769
109103,0.12,0.13,0.06,0.07,0.06,0,NA,0.364,2.749,0.467
110100,0.54,0.67,0.5,0.84,0.43,0,1.01,0.923,1.083,0.04
110110,0.06,0.12,0.07,0.05,0.16,0,1.19,1,1,0
110120,0.37,0.44,0.36,0.29,0.38,0,0.82,0.608,1.645,0.244
110150,0.13,0.08,0.15,0.13,0.15,0.01,0.64,1,1,0
111100,0.58,0.8,0.54,0.61,0.37,0.11,0.9,1,1,0
111101,0.47,0.45,0.38,0.43,0.21,0.08,0.9,0.994,1.006,0.003
111195,0.46,0.41,0.18,0.2,0.17,0.06,1.24,0.714,1.4,0.167
112100,0.37,0.77,0.21,0.4,0.37,0,1.2,0.642,1.557,0.218
112101,0.21,0.17,0.34,0.02,0.19,0,0.73,0.78,1.282,0.124
112102,0.24,0.34,0.18,0.21,0.19,0,1.38,0.546,1.833,0.294
112103,0.11,0.26,0.11,0.11,0.04,0,1.67,0.641,1.559,0.218
112104,0.11,0.14,0.08,0.06,0.08,0,1.68,0.423,2.366,0.406
112105,0.01,0.01,0.08,0,0,0,NA,1,1,0
112106,0.02,0,0.02,0,0,0,NA,1,1,0
113100,0.66,0.67,0.63,0.86,0.55,0.09,0.93,1,1,0
113130,0.18,0.14,0.15,0.08,0.13,0,1.12,0.57,1.754,0.274
113180,0.25,0.18,0.31,0.27,0.21,0,0.78,0.903,1.108,0.051
114101,0.91,0.83,0.9,0.67,0.73,0.17,0.96,1,1,0
114103,0.39,0.32,0.41,0.47,0.25,0.02,0.78,0.917,1.091,0.043
114105,0.42,0.53,0.34,0.18,0.26,0.05,0.86,0.694,1.44,0.18
